coord_op_code,coord_op_method_code,parameter_code,parameter_value,param_value_file_ref,uom_code
3904,9606,8608,0.0276,,9109
3904,9606,8609,-0.2167,,9109
3904,9606,8610,0.2147,,9109
3904,9606,8611,0.1218,,9202
3905,9606,8605,-83.11,,9001
3905,9606,8606,-97.38,,9001
3905,9606,8607,-117.22,,9001
3905,9606,8608,0.0276,,9109
3905,9606,8609,-0.2167,,9109
3905,9606,8610,0.2147,,9109
3905,9606,8611,0.1218,,9202
3913,9601,8602,-17.394602,,9110
3914,9606,8605,426.9,,9001
3914,9606,8606,142.6,,9001
3914,9606,8607,460.1,,9001
3914,9606,8608,4.91,,9104
3914,9606,8609,4.49,,9104
3914,9606,8610,-12.42,,9104
3914,9606,8611,17.1,,9202
3915,9606,8605,426.9,,9001
3915,9606,8606,142.6,,9001
3915,9606,8607,460.1,,9001
3915,9606,8608,4.91,,9104
3915,9606,8609,4.49,,9104
3915,9606,8610,-12.42,,9104
3915,9606,8611,17.1,,9202
3916,9607,8605,409.545,,9001
3916,9607,8606,72.164,,9001
3916,9607,8607,486.872,,9001
3916,9607,8608,-3.085957,,9104
3916,9607,8609,-5.46911,,9104
3916,9607,8610,11.020289,,9104
3916,9607,8611,17.919665,,9202
3917,9607,8605,409.545,,9001
3917,9607,8606,72.164,,9001
3917,9607,8607,486.872,,9001
3917,9607,8608,-3.085957,,9104
3917,9607,8609,-5.46911,,9104
3917,9607,8610,11.020289,,9104
3917,9607,8611,17.919665,,9202
3918,9607,8605,315.393,,9001
3918,9607,8606,186.223,,9001
3918,9607,8607,499.609,,9001
3918,9607,8608,-6.445954,,9104
3918,9607,8609,-8.131631,,9104
3918,9607,8610,13.208641,,9104
3918,9607,8611,23.449046,,9202
3919,9607,8605,464.939,,9001
3919,9607,8606,-21.478,,9001
3919,9607,8607,504.497,,9001
3919,9607,8608,0.403,,9104
3919,9607,8609,-4.228747,,9104
3919,9607,8610,9.954942,,9104
3919,9607,8611,12.795378,,9202
3921,9607,8605,459.968,,9001
3921,9607,8606,82.193,,9001
3921,9607,8607,458.756,,9001
3921,9607,8608,-3.565234,,9104
3921,9607,8609,-3.700593,,9104
3921,9607,8610,10.860523,,9104
3921,9607,8611,15.507563,,9202
3922,9607,8605,427.914,,9001
3922,9607,8606,105.528,,9001
3922,9607,8607,510.908,,9001
3922,9607,8608,-4.992523,,9104
3922,9607,8609,-5.898813,,9104
3922,9607,8610,10.306673,,9104
3922,9607,8611,12.431493,,9202
3923,9607,8605,468.63,,9001
3923,9607,8606,81.389,,9001
3923,9607,8607,445.221,,9001
3923,9607,8608,-3.839242,,9104
3923,9607,8609,-3.262525,,9104
3923,9607,8610,10.566866,,9104
3923,9607,8611,16.132726,,9202
3924,9607,8605,439.5,,9001
3924,9607,8606,-11.77,,9001
3924,9607,8607,494.976,,9001
3924,9607,8608,-0.026585,,9104
3924,9607,8609,-4.65641,,9104
3924,9607,8610,10.155824,,9104
3924,9607,8611,16.270002,,9202
3925,9607,8605,524.442,,9001
3925,9607,8606,3.275,,9001
3925,9607,8607,519.002,,9001
3925,9607,8608,0.013287,,9104
3925,9607,8609,-3.119714,,9104
3925,9607,8610,10.232693,,9104
3925,9607,8611,4.184981,,9202
3926,9607,8605,281.529,,9001
3926,9607,8606,45.963,,9001
3926,9607,8607,537.515,,9001
3926,9607,8608,-2.570437,,9104
3926,9607,8609,-9.648271,,9104
3926,9607,8610,10.759507,,9104
3926,9607,8611,26.465548,,9202
3927,9607,8605,355.845,,9001
3927,9607,8606,274.282,,9001
3927,9607,8607,462.979,,9001
3927,9607,8608,-9.086933,,9104
3927,9607,8609,-6.491055,,9104
3927,9607,8610,14.502181,,9104
3927,9607,8611,20.888647,,9202
3928,9607,8605,400.629,,9001
3928,9607,8606,90.651,,9001
3928,9607,8607,472.249,,9001
3928,9607,8608,-3.261138,,9104
3928,9607,8609,-5.263404,,9104
3928,9607,8610,11.83739,,9104
3928,9607,8611,20.022676,,9202
3929,9621,8611,1.0000126775,,9201
3929,9621,8614,0.000984675,,9102
3929,9621,8621,-378.752,,9001
3929,9621,8622,493.395,,9001
3930,9621,8611,1.000015768,,9201
3930,9621,8614,0.0012011048,,9102
3930,9621,8621,-380.322,,9001
3930,9621,8622,494.216,,9001
3931,9621,8611,1.0000210585,,9201
3931,9621,8614,0.0009919079,,9102
3931,9621,8621,-382.19,,9001
3931,9621,8622,492.412,,9001
3932,9621,8611,1.0000103303,,9201
3932,9621,8614,0.0008612384,,9102
3932,9621,8621,-377.487,,9001
3932,9621,8622,492.209,,9001
3933,9621,8611,1.000023822,,9201
3933,9621,8614,0.0011916674,,9102
3933,9621,8621,-383.677,,9001
3933,9621,8622,493.408,,9001
3934,9621,8611,1.0000139529,,9201
3934,9621,8614,0.001410572,,9102
3934,9621,8621,-379.867,,9001
3934,9621,8622,496.342,,9001
3935,9621,8611,1.0000128479,,9201
3935,9621,8614,0.0010638143,,9102
3935,9621,8621,-378.706,,9001
3935,9621,8622,493.722,,9001
3936,9621,8611,1.0000076601,,9201
3936,9621,8614,0.000972004,,9102
3936,9621,8621,-376.275,,9001
3936,9621,8622,493.231,,9001
3937,9621,8611,1.0000132379,,9201
3937,9621,8614,0.0015286859,,9102
3937,9621,8621,-379.883,,9001
3937,9621,8622,497.465,,9001
3938,9621,8611,1.0000138184,,9201
3938,9621,8614,0.001539718,,9102
3938,9621,8621,-380.127,,9001
3938,9621,8622,497.52,,9001
3939,9621,8611,1.0000089352,,9201
3939,9621,8614,0.0017109424,,9102
3939,9621,8621,-377.965,,9001
3939,9621,8622,499.354,,9001
3940,9621,8611,1.0000246653,,9201
3940,9621,8614,0.0004151044,,9102
3940,9621,8621,-384.455,,9001
3940,9621,8622,487.979,,9001
3941,9621,8611,1.0000190161,,9201
3941,9621,8614,0.0021913792,,9102
3941,9621,8621,-384.415,,9001
3941,9621,8622,502.308,,9001
3951,9621,8611,1.0000158378,,9201
3951,9621,8614,0.0013669828,,9102
3951,9621,8621,-380.84,,9001
3951,9621,8622,495.612,,9001
3952,9621,8611,1.0000100475,,9201
3952,9621,8614,0.0013339461,,9102
3952,9621,8621,-377.812,,9001
3952,9621,8622,496.076,,9001
3953,9621,8611,1.0000140367,,9201
3953,9621,8614,0.0011164461,,9102
3953,9621,8621,-379.658,,9001
3953,9621,8622,493.837,,9001
3954,9621,8611,1.0000177148,,9201
3954,9621,8614,0.0014400562,,9102
3954,9621,8621,-382.138,,9001
3954,9621,8622,496.819,,9001
3955,9621,8611,1.0000073161,,9201
3955,9621,8614,0.0006771071,,9102
3955,9621,8621,-375.995,,9001
3955,9621,8622,490.833,,9001
3956,9621,8611,1.0000118449,,9201
3956,9621,8614,0.0024426318,,9102
3956,9621,8621,-381.28,,9001
3956,9621,8622,505.983,,9001
3957,9621,8611,1.0000013456,,9201
3957,9621,8614,0.0018316181,,9102
3957,9621,8621,-374.256,,9001
3957,9621,8622,501.885,,9001
3958,9621,8611,0.9999980009,,9201
3958,9621,8614,0.0012073334,,9102
3958,9621,8621,-371.329,,9001
3958,9621,8622,496.151,,9001
3959,9621,8611,0.9999970275,,9201
3959,9621,8614,0.002148407,,9102
3959,9621,8621,-372.573,,9001
3959,9621,8622,505.578,,9001
3960,9621,8611,0.9999967297,,9201
3960,9621,8614,0.0019225985,,9102
3960,9621,8621,-371.849,,9001
3960,9621,8622,503.318,,9001
3961,9621,8611,0.9999956084,,9201
3961,9621,8614,0.0020157601,,9102
3961,9621,8621,-371.498,,9001
3961,9621,8622,504.461,,9001
3962,9603,8605,682,,9001
3962,9603,8606,-203,,9001
3962,9603,8607,480,,9001
3963,9606,8605,551.7,,9001
3963,9606,8606,162.9,,9001
3963,9606,8607,467.9,,9001
3963,9606,8608,6.04,,9104
3963,9606,8609,1.96,,9104
3963,9606,8610,-11.38,,9104
3963,9606,8611,-4.82,,9202
3964,9606,8605,551.7,,9001
3964,9606,8606,162.9,,9001
3964,9606,8607,467.9,,9001
3964,9606,8608,6.04,,9104
3964,9606,8609,1.96,,9104
3964,9606,8610,-11.38,,9104
3964,9606,8611,-4.82,,9202
3965,9603,8605,695.5,,9001
3965,9603,8606,-216.6,,9001
3965,9603,8607,491.1,,9001
3967,9802,8821,36,,9102
3967,9802,8822,-79.5,,9102
3967,9802,8823,37,,9102
3967,9802,8824,39.5,,9102
3967,9802,8826,0,,9001
3967,9802,8827,0,,9001
3971,9607,8605,-60.31,,9001
3971,9607,8606,245.935,,9001
3971,9607,8607,31.008,,9001
3971,9607,8608,-12.324,,9104
3971,9607,8609,-3.755,,9104
3971,9607,8610,7.37,,9104
3971,9607,8611,0.447,,9202
3972,9603,8605,-143.87,,9001
3972,9603,8606,243.37,,9001
3972,9603,8607,-33.52,,9001
3977,9802,8821,49,,9102
3977,9802,8822,-95,,9102
3977,9802,8823,49,,9102
3977,9802,8824,77,,9102
3977,9802,8826,0,,9001
3977,9802,8827,0,,9001
3980,9802,8821,9,,9102
3980,9802,8822,26,,9102
3980,9802,8823,-6.5,,9102
3980,9802,8824,-11.5,,9102
3980,9802,8826,500000,,9001
3980,9802,8827,500000,,9001
3981,9807,8801,-9,,9102
3981,9807,8802,30,,9102
3981,9807,8805,1,,9201
3981,9807,8806,200000,,9001
3981,9807,8807,500000,,9001
3982,9807,8801,-9,,9102
3982,9807,8802,28,,9102
3982,9807,8805,1,,9201
3982,9807,8806,200000,,9001
3982,9807,8807,500000,,9001
3983,9807,8801,-9,,9102
3983,9807,8802,26,,9102
3983,9807,8805,1,,9201
3983,9807,8806,200000,,9001
3983,9807,8807,500000,,9001
3984,9807,8801,-9,,9102
3984,9807,8802,24,,9102
3984,9807,8805,1,,9201
3984,9807,8806,200000,,9001
3984,9807,8807,500000,,9001
3990,9607,8605,-60.31,,9001
3990,9607,8606,245.935,,9001
3990,9607,8607,31.008,,9001
3990,9607,8608,-12.324,,9104
3990,9607,8609,-3.755,,9104
3990,9607,8610,7.37,,9104
3990,9607,8611,0.447,,9202
3998,9603,8605,-153,,9001
3998,9603,8606,-5,,9001
3998,9603,8607,-292,,9001
3999,9807,8801,0,,9110
3999,9807,8802,28.24,,9110
3999,9807,8805,0.99994,,9201
3999,9807,8806,200000,,9001
3999,9807,8807,-5000000,,9001
4064,9603,8605,0,,9001
4064,9603,8606,0,,9001
4064,9603,8607,0,,9001
4065,9603,8605,-103.746,,9001
4065,9603,8606,-9.614,,9001
4065,9603,8607,-255.95,,9001
4066,9603,8605,-103.746,,9001
4066,9603,8606,-9.614,,9001
4066,9603,8607,-255.95,,9001
4067,9636,8605,-102.283,,9001
4067,9636,8606,-10.277,,9001
4067,9636,8607,-257.396,,9001
4067,9636,8608,-3.976,,9104
4067,9636,8609,-0.002,,9104
4067,9636,8610,-6.203,,9104
4067,9636,8611,12.315,,9202
4067,9636,8617,5580868.818,,9001
4067,9636,8618,2826402.46,,9001
4067,9636,8667,-1243557.996,,9001
4068,9636,8605,-102.283,,9001
4068,9636,8606,-10.277,,9001
4068,9636,8607,-257.396,,9001
4068,9636,8608,-3.976,,9104
4068,9636,8609,-0.002,,9104
4068,9636,8610,-6.203,,9104
4068,9636,8611,12.315,,9202
4068,9636,8617,5580868.818,,9001
4068,9636,8618,2826402.46,,9001
4068,9636,8667,-1243557.996,,9001
4069,9603,8605,-144.35,,9001
4069,9603,8606,242.88,,9001
4069,9603,8607,-33.2,,9001
4070,9603,8605,-144.35,,9001
4070,9603,8606,242.88,,9001
4070,9603,8607,-33.2,,9001
4076,9603,8605,0,,9001
4076,9603,8606,0,,9001
4076,9603,8607,0,,9001
4077,9603,8605,0,,9001
4077,9603,8606,0,,9001
4077,9603,8607,0,,9001
4078,9606,8605,-83.11,,9001
4078,9606,8606,-97.38,,9001
4078,9606,8607,-117.22,,9001
4078,9606,8608,0.0276,,9109
4078,9606,8609,-0.2167,,9109
4078,9606,8610,0.2147,,9109
4078,9606,8611,0.1218,,9202
4084,9603,8605,0,,9001
4084,9603,8606,0,,9001
4084,9603,8607,0,,9001
4085,1028,8802,0,,9102
4085,1028,8806,0,,9001
4085,1028,8807,0,,9001
4085,1028,8823,0,,9102
4086,1029,8802,0,,9102
4086,1029,8806,0,,9001
4086,1029,8807,0,,9001
4086,1029,8823,0,,9102
5400,9616,8603,-28,,9001
5401,9616,8603,-0.037,,9001
5402,9616,8603,-26.3,,9001
5403,9616,8603,-1.7,,9001
5404,9616,8603,-0.4,,9001
5405,9616,8603,0.146,,9001
5406,9616,8603,0.037,,9001
5407,9616,8603,2.7,,9001
5408,9616,8603,2.7,,9001
5409,9658,8732,,vertconw.94,
5410,9658,8732,,vertconc.94,
5411,9658,8732,,vertcone.94,
5412,9616,8603,0.49,,9001
5413,9616,8603,4.74,,9001
5414,9616,8603,-4.25,,9001
5415,9657,8603,-0.356,,9001
5415,9657,8617,47.32,,9110
5415,9657,8618,14.27,,9110
5415,9657,8730,-0.057,,9104
5415,9657,8731,-0.058,,9104
5416,9657,8603,0.182,,9001
5416,9657,8617,42.373,,9110
5416,9657,8618,25.2236,,9110
5416,9657,8730,0.001,,9104
5416,9657,8731,-0.004,,9104
5417,9657,8603,0.011,,9001
5417,9657,8617,56.02,,9110
5417,9657,8618,9.14,,9110
5417,9657,8730,0.003,,9104
5417,9657,8731,0.011,,9104
5418,9657,8603,0.133,,9001
5418,9657,8617,58.42,,9110
5418,9657,8618,25.52,,9110
5418,9657,8730,-0.013,,9104
5418,9657,8731,0.005,,9104
5419,9616,8603,-0.486,,9001
5420,9657,8603,0.014,,9001
5420,9657,8617,51.03,,9110
5420,9657,8618,10.13,,9110
5420,9657,8730,-0.001,,9104
5420,9657,8731,0,,9104
5421,9657,8603,0.017,,9001
5421,9657,8617,51.03,,9110
5421,9657,8618,8.4,,9110
5421,9657,8730,-0.002,,9104
5421,9657,8731,0.003,,9104
5422,9657,8603,0.157,,9001
5422,9657,8617,52.32,,9110
5422,9657,8618,13.1,,9110
5422,9657,8730,0.007,,9104
5422,9657,8731,0.005,,9104
5423,9657,8603,0.081,,9001
5423,9657,8617,54.35,,9110
5423,9657,8618,-2.15,,9110
5423,9657,8730,-0.056,,9104
5423,9657,8731,-0.023,,9104
5424,9657,8603,0.14,,9001
5424,9657,8617,46.59,,9110
5424,9657,8618,19.35,,9110
5424,9657,8730,0.008,,9104
5424,9657,8731,-0.002,,9104
5425,9616,8603,-0.005,,9001
5426,9657,8603,-0.001,,9001
5426,9657,8617,62.56,,9110
5426,9657,8618,11.1,,9110
5426,9657,8730,-0.01,,9104
5426,9657,8731,0.034,,9104
5427,9616,8603,-0.315,,9001
5428,9657,8603,-0.411,,9001
5428,9657,8617,46,,9102
5428,9657,8618,15,,9102
5428,9657,8730,-0.033,,9104
5428,9657,8731,0.008,,9104
5429,9657,8603,-0.486,,9001
5429,9657,8617,40.462,,9110
5429,9657,8618,-3.3935,,9110
5429,9657,8730,-0.003,,9104
5429,9657,8731,0.006,,9104
5430,9657,8603,0.005,,9001
5430,9657,8617,64,,9110
5430,9657,8618,16.14,,9110
5430,9657,8730,-0.012,,9104
5430,9657,8731,0,,9104
5431,9657,8603,-0.245,,9001
5431,9657,8617,46.55,,9110
5431,9657,8618,8.11,,9110
5431,9657,8730,-0.21,,9104
5431,9657,8731,-0.032,,9104
5432,9616,8603,0.213,,9001
5433,9657,8603,0.081,,9001
5433,9657,8617,54.35,,9110
5433,9657,8618,-2.15,,9110
5433,9657,8730,-0.056,,9104
5433,9657,8731,-0.023,,9104
5434,9657,8603,0.102,,9001
5434,9657,8617,55.18,,9110
5434,9657,8618,24.01,,9110
5434,9657,8730,0,,9104
5434,9657,8731,0.02,,9104
5435,9657,8603,0.122,,9001
5435,9657,8617,48.38,,9110
5435,9657,8618,19.15,,9110
5435,9657,8730,0.02,,9104
5435,9657,8731,0,,9104
5436,9657,8603,0.133,,9001
5436,9657,8617,58.42,,9110
5436,9657,8618,25.52,,9110
5436,9657,8730,-0.014,,9104
5436,9657,8731,0.005,,9104
5437,9657,8603,0.102,,9001
5437,9657,8617,55.18,,9110
5437,9657,8618,24.01,,9110
5437,9657,8730,0,,9104
5437,9657,8731,0.002,,9104
5438,9616,8603,28,,9001
5440,9616,8603,-28,,9001
5441,9616,8603,28,,9001
5442,9616,8603,0,,9001
5443,9616,8603,26.3,,9001
5445,9616,8603,-26.3,,9001
5446,9616,8603,26.3,,9001
5447,9616,8603,0.4,,9001
5448,9616,8603,-2.7,,9001
5449,9616,8603,-2.7,,9001
5450,9616,8603,-0.49,,9001
5452,9616,8603,-0.037,,9001
5453,9616,8603,15.55,,9002
5454,9616,8603,-0.146,,9001
5455,9616,8603,4.25,,9001
10000,9664,8666,,ggf97a.txt,
10001,9664,8666,,ggf97a.txt,
10002,9664,8666,,ggf97a_corse.txt,
10003,9664,8666,,ggf97a_corse.txt,
10004,9664,8666,,ggm00.txt,
10005,9664,8666,,ggg00.txt,
10006,9664,8666,,ggg00_mg.txt,
10007,9664,8666,,ggg00_ls.txt,
10008,9664,8666,,ggg00_ld.txt,
10009,9664,8666,,ggg00_sb.txt,
10010,9664,8666,,ggg00_sm.txt,
10011,9664,8666,,ggguy00.txt,
10012,9664,8666,,ggr99.txt,
10013,9665,8666,,g2003u01.bin,
10014,9665,8666,,g2003u02.bin,
10015,9665,8666,,g2003u03.bin,
10016,9665,8666,,g2003u04.bin,
10017,9665,8666,,g2003u05.bin,
10018,9665,8666,,g2003u06.bin,
10019,9665,8666,,g2003u07.bin,
10020,9665,8666,,g2003u08.bin,
10021,9663,8666,,OSTN02_OSGM02_GB.txt,
10022,9663,8666,,OSTN02_OSGM02_GB.txt,
10023,9663,8666,,OSTN02_OSGM02_GB.txt,
10024,9663,8666,,OSTN02_OSGM02_GB.txt,
10025,9663,8666,,OSTN02_OSGM02_GB.txt,
10026,9663,8666,,OSTN02_OSGM02_GB.txt,
10027,9663,8666,,OSTN02_OSGM02_GB.txt,
10028,9663,8666,,OSTN02_OSGM02_GB.txt,
10029,9663,8666,,OSTN02_OSGM02_GB.txt,
10030,9663,8666,,OSTN02_OSGM02_GB.txt,
10031,9663,8666,,OSTN02_OSGM02_GB.txt,
10032,9663,8666,,OSTN02_OSGM02_GB.txt,
10033,9663,8666,,OSTN02_OSGM02_GB.txt,
10034,9663,8666,,OSTN02_OSGM02_GB.txt,
10035,9662,8666,,SC52_DAT.htm,
10036,9662,8666,,SC53_DAT.htm,
10037,9662,8666,,SC54_DAT.htm,
10038,9662,8666,,SD51_DAT.htm,
10039,9662,8666,,SD52_DAT.htm,
10040,9662,8666,,SD53_DAT.htm,
10041,9662,8666,,SD54_DAT.htm,
10042,9662,8666,,SD55_DAT.htm,
10043,9662,8666,,SE50_DAT.htm,
10044,9662,8666,,SE51_DAT.htm,
10045,9662,8666,,SE52_DAT.htm,
10046,9662,8666,,SE53_DAT.htm,
10047,9662,8666,,SE54_DAT.htm,
10048,9662,8666,,SE55_DAT.htm,
10049,9662,8666,,SF49_DAT.htm,
10050,9662,8666,,SF50_DAT.htm,
10051,9662,8666,,SF51_DAT.htm,
10052,9662,8666,,SF52_DAT.htm,
10053,9662,8666,,SF53_DAT.htm,
10054,9662,8666,,SF54_DAT.htm,
10055,9662,8666,,SF55_DAT.htm,
10056,9662,8666,,SF56_DAT.htm,
10057,9662,8666,,SG49_DAT.htm,
10058,9662,8666,,SG50_DAT.htm,
10059,9662,8666,,SG51_DAT.htm,
10060,9662,8666,,SG52_DAT.htm,
10061,9662,8666,,SG53_DAT.htm,
10062,9662,8666,,SG54_DAT.htm,
10063,9662,8666,,SG55_DAT.htm,
10064,9662,8666,,SG56_DAT.htm,
10065,9662,8666,,SH49_DAT.htm,
10066,9662,8666,,SH50_DAT.htm,
10067,9662,8666,,SH51_DAT.htm,
10068,9662,8666,,SH52_DAT.htm,
10069,9662,8666,,SH53_DAT.htm,
10070,9662,8666,,SH54_DAT.htm,
10071,9662,8666,,SH55_DAT.htm,
10072,9662,8666,,SH56_DAT.htm,
10073,9662,8666,,SI50_DAT.htm,
10074,9662,8666,,SI51_DAT.htm,
10075,9662,8666,,SI53_DAT.htm,
10076,9662,8666,,SI54_DAT.htm,
10077,9662,8666,,SI55_DAT.htm,
10078,9662,8666,,SI56_DAT.htm,
10079,9662,8666,,SJ53_DAT.htm,
10080,9662,8666,,SJ54_DAT.htm,
10081,9662,8666,,SJ55_DAT.htm,
10082,9662,8666,,SJ56_DAT.htm,
10083,9662,8666,,SK55_DAT.htm,
10084,9661,8666,,WW15MGH.GRD,
10085,9603,8605,-61,,9001
10085,9603,8606,285.2,,9001
10085,9603,8607,471.6,,9001
10086,9603,8605,48,,9001
10086,9603,8606,208,,9001
10086,9603,8607,382,,9001
10087,9624,8623,82357.457,,9001
10087,9624,8624,0.304794369,,9203
10087,9624,8625,1.5417425e-05,,9203
10087,9624,8639,28091.324,,9001
10087,9624,8640,-1.5417425e-05,,9203
10087,9624,8641,0.304794369,,9203
10088,9624,8623,-270201.96,,9005
10088,9624,8624,0.00016595792,,9203
10088,9624,8625,3.2809005,,9203
10088,9624,8639,-92178.51,,9005
10088,9624,8640,3.2809005,,9203
10088,9624,8641,-0.00016595792,,9203
10089,9603,8605,-163.466,,9001
10089,9603,8606,317.396,,9001
10089,9603,8607,-147.538,,9001
10090,9603,8605,-170,,9001
10090,9603,8606,305,,9001
10090,9603,8607,-145,,9001
10091,9603,8605,-162.904,,9001
10091,9603,8606,312.531,,9001
10091,9603,8607,-137.109,,9001
10092,9603,8605,-158,,9001
10092,9603,8606,309,,9001
10092,9603,8607,-151,,9001
10093,9603,8605,-161,,9001
10093,9603,8606,308,,9001
10093,9603,8607,-142,,9001
10094,9603,8605,124.5,,9001
10094,9603,8606,-63.5,,9001
10094,9603,8607,-281,,9001
10095,9624,8623,,,
10095,9624,8624,,,
10095,9624,8625,,,
10095,9624,8639,,,
10095,9624,8640,,,
10095,9624,8641,,,
10096,9624,8623,,,
10096,9624,8624,,,
10096,9624,8625,,,
10096,9624,8639,,,
10096,9624,8640,,,
10096,9624,8641,,,
10097,9624,8623,,,
10097,9624,8624,,,
10097,9624,8625,,,
10097,9624,8639,,,
10097,9624,8640,,,
10097,9624,8641,,,
10098,9607,8605,-96.062,,9001
10098,9607,8606,-82.428,,9001
10098,9607,8607,-121.753,,9001
10098,9607,8608,-4.801,,9104
10098,9607,8609,-0.345,,9104
10098,9607,8610,1.376,,9104
10098,9607,8611,1.496,,9202
10099,9607,8605,-96.062,,9001
10099,9607,8606,-82.428,,9001
10099,9607,8607,-121.753,,9001
10099,9607,8608,-4.801,,9104
10099,9607,8609,-0.345,,9104
10099,9607,8610,1.376,,9104
10099,9607,8611,1.496,,9202
10101,9807,8801,30.3,,9110
10101,9807,8802,-85.5,,9110
10101,9807,8805,0.99996,,9201
10101,9807,8806,500000,,9003
10101,9807,8807,0,,9003
10102,9807,8801,30,,9110
10102,9807,8802,-87.3,,9110
10102,9807,8805,0.999933333,,9201
10102,9807,8806,500000,,9003
10102,9807,8807,0,,9003
10131,9807,8801,30.3,,9110
10131,9807,8802,-85.5,,9110
10131,9807,8805,0.99996,,9201
10131,9807,8806,200000,,9001
10131,9807,8807,0,,9001
10132,9807,8801,30,,9110
10132,9807,8802,-87.3,,9110
10132,9807,8805,0.999933333,,9201
10132,9807,8806,600000,,9001
10132,9807,8807,0,,9001
10201,9807,8801,31,,9110
10201,9807,8802,-110.1,,9110
10201,9807,8805,0.9999,,9201
10201,9807,8806,500000,,9003
10201,9807,8807,0,,9003
10202,9807,8801,31,,9110
10202,9807,8802,-111.55,,9110
10202,9807,8805,0.9999,,9201
10202,9807,8806,500000,,9003
10202,9807,8807,0,,9003
10203,9807,8801,31,,9110
10203,9807,8802,-113.45,,9110
10203,9807,8805,0.999933333,,9201
10203,9807,8806,500000,,9003
10203,9807,8807,0,,9003
10231,9807,8801,31,,9110
10231,9807,8802,-110.1,,9110
10231,9807,8805,0.9999,,9201
10231,9807,8806,213360,,9001
10231,9807,8807,0,,9001
10232,9807,8801,31,,9110
10232,9807,8802,-111.55,,9110
10232,9807,8805,0.9999,,9201
10232,9807,8806,213360,,9001
10232,9807,8807,0,,9001
10233,9807,8801,31,,9110
10233,9807,8802,-113.45,,9110
10233,9807,8805,0.999933333,,9201
10233,9807,8806,213360,,9001
10233,9807,8807,0,,9001
10301,9802,8821,34.2,,9110
10301,9802,8822,-92,,9110
10301,9802,8823,36.14,,9110
10301,9802,8824,34.56,,9110
10301,9802,8826,2000000,,9003
10301,9802,8827,0,,9003
10302,9802,8821,32.4,,9110
10302,9802,8822,-92,,9110
10302,9802,8823,34.46,,9110
10302,9802,8824,33.18,,9110
10302,9802,8826,2000000,,9003
10302,9802,8827,0,,9003
10331,9802,8821,34.2,,9110
10331,9802,8822,-92,,9110
10331,9802,8823,36.14,,9110
10331,9802,8824,34.56,,9110
10331,9802,8826,400000,,9001
10331,9802,8827,0,,9001
10332,9802,8821,32.4,,9110
10332,9802,8822,-92,,9110
10332,9802,8823,34.46,,9110
10332,9802,8824,33.18,,9110
10332,9802,8826,400000,,9001
10332,9802,8827,400000,,9001
10401,9802,8821,39.2,,9110
10401,9802,8822,-122,,9110
10401,9802,8823,41.4,,9110
10401,9802,8824,40,,9110
10401,9802,8826,2000000,,9003
10401,9802,8827,0,,9003
10402,9802,8821,37.4,,9110
10402,9802,8822,-122,,9110
10402,9802,8823,39.5,,9110
10402,9802,8824,38.2,,9110
10402,9802,8826,2000000,,9003
10402,9802,8827,0,,9003
10403,9802,8821,36.3,,9110
10403,9802,8822,-120.3,,9110
10403,9802,8823,38.26,,9110
10403,9802,8824,37.04,,9110
10403,9802,8826,2000000,,9003
10403,9802,8827,0,,9003
10404,9802,8821,35.2,,9110
10404,9802,8822,-119,,9110
10404,9802,8823,37.15,,9110
10404,9802,8824,36,,9110
10404,9802,8826,2000000,,9003
10404,9802,8827,0,,9003
10405,9802,8821,33.3,,9110
10405,9802,8822,-118,,9110
10405,9802,8823,35.28,,9110
10405,9802,8824,34.02,,9110
10405,9802,8826,2000000,,9003
10405,9802,8827,0,,9003
10406,9802,8821,32.1,,9110
10406,9802,8822,-116.15,,9110
10406,9802,8823,33.53,,9110
10406,9802,8824,32.47,,9110
10406,9802,8826,2000000,,9003
10406,9802,8827,0,,9003
10407,9802,8821,34.08,,9110
10407,9802,8822,-118.2,,9110
10407,9802,8823,34.25,,9110
10407,9802,8824,33.52,,9110
10407,9802,8826,4186692.58,,9003
10407,9802,8827,416926.74,,9003
10408,9802,8821,34.08,,9110
10408,9802,8822,-118.2,,9110
10408,9802,8823,34.25,,9110
10408,9802,8824,33.52,,9110
10408,9802,8826,4186692.58,,9003
10408,9802,8827,4160926.74,,9003
10420,9822,8821,0,,9102
10420,9822,8822,-120,,9102
10420,9822,8823,34,,9102
10420,9822,8824,40.5,,9102
10420,9822,8826,0,,9001
10420,9822,8827,-4000000,,9001
10431,9802,8821,39.2,,9110
10431,9802,8822,-122,,9110
10431,9802,8823,41.4,,9110
10431,9802,8824,40,,9110
10431,9802,8826,2000000,,9001
10431,9802,8827,500000,,9001
10432,9802,8821,37.4,,9110
10432,9802,8822,-122,,9110
10432,9802,8823,39.5,,9110
10432,9802,8824,38.2,,9110
10432,9802,8826,2000000,,9001
10432,9802,8827,500000,,9001
10433,9802,8821,36.3,,9110
10433,9802,8822,-120.3,,9110
10433,9802,8823,38.26,,9110
10433,9802,8824,37.04,,9110
10433,9802,8826,2000000,,9001
10433,9802,8827,500000,,9001
10434,9802,8821,35.2,,9110
10434,9802,8822,-119,,9110
10434,9802,8823,37.15,,9110
10434,9802,8824,36,,9110
10434,9802,8826,2000000,,9001
10434,9802,8827,500000,,9001
10435,9802,8821,33.3,,9110
10435,9802,8822,-118,,9110
10435,9802,8823,35.28,,9110
