"CHANGE_ID","REPORT_DATE","DATE_CLOSED","REPORTER","REQUEST","TABLES_AFFECTED","CODES_AFFECTED","COMMENT","ACTION"
96.2799987792969,1996-12-12 00:00:00,1996-12-12 00:00:00,Stephan Nebiker;  Swiss Federal Institute of Technology,Correct linear unit for Michigan SP CS27 zones,Proj   ProjCS,12111  12112  12113  26788  26789  26790,"Correct values confirmed by Dave Doyle, USC&GS.  All NAD27 Michigan SP27 zones referred to Clarke 1866 Michigan ellipsoid in modified American feet.",Length unit changed to 9004 for proj 12111-12113;  26788-26790 deleted and replaced by 26811-26813 respectively. GeogCS 4268 renamed.
96.2900009155273,1996-12-12 00:00:00,1996-12-12 00:00:00,EPSG,Change angles in dms(h) text to sexagesimal degree to be more easily machine readable.,Proj  Pmerid,Multiple,,Entries with code 9107 changed to 9102 or 9110
97.0100021362305,1997-03-07 00:00:00,1997-04-11 00:00:00,Melita Kennedy; ESRI,Change Austrian longitude of origin values,Trf_nonpoly,18041  18042  18043,ProjCS 31291-3 unchanged.,Parameter 2 values changed to be relative to Ferro and prime meridian codes changed.
97.0199966430664,1997-03-07 00:00:00,1997-04-11 00:00:00,Melita Kennedy; ESRI,Correct spelling of Gibraltar,Trf_nonpoly,1133,,Gibralter corrected to Gibraltar
97.0299987792969,1997-03-07 00:00:00,1997-04-11 00:00:00,Melita Kennedy; ESRI,Area of use inconsistent for components of geodetic transformation 8047,Trf_nonpoly  Geod_trf,1147  1146  8047,1147  and 8047 unchanged.,Area of use for Norway amended and additional reference added in code 1146.
97.0400009155273,1997-03-07 00:00:00,1997-04-11 00:00:00,Melita Kennedy; ESRI,Correct angle unit codes,Trf_nonpoly,1146  1147,,Angle unit codes changed from 9101 to 9109.
2000.81,2000-10-19 00:00:00,2000-10-19 00:00:00,EPSG,Add European vertical datums,,,,Added vertical datum 5129; vertical CS 5730; compound CS 7409.
96.0699996948242,1996-04-10 00:00:00,1996-04-12 00:00:00,Jim Cain; Western Geophysical,Issue ProjCS in single unit only.,ProjCS,,Not agreed.  Policy is to tabulate original values as far as this is possible.,None
96.0800018310547,1996-04-10 00:00:00,1996-10-18 00:00:00,Jim Cain; Western Geophysical,Make unspecified geodetic datum and geogCS names unique,"G_datum
GeogCS",6001-6035  4001-4035,,Changed name for geodetic datums 6001-6035 and geogCS 4001-4035.
96.0899963378906,1996-04-10 00:00:00,1996-10-18 00:00:00,Jim Cain; Western Geophysical,Change name of International 1967 ellipsoid to GRS67,"Ellips
G_datum",7023  7036  6023  6036  6237  6291,GPS 1967 is preferred terminology.,International 1967 ellipsoid (7023) made an alias of GRS67 (newly created 7036). Datum 6023 and GeogCS 4023 deleted and replaced by 6036 and 4036 respectively.
96.0999984741211,1996-04-14 00:00:00,1996-04-12 00:00:00,Jim Cain; Western Geophysical,Add Swedish data,"GeogCS
Proj  
ProjCS",4308,,Augmented geogCS 4308 with 4814; added proj 19929 and projCS 30800
96.1100006103516,1996-04-10 00:00:00,1996-04-12 00:00:00,Jim Cain; Western Geophysical,Add Clarke 1866 ellipsoid in US Survey Feet,Ellips,,Not agreed.  The figure is used in metric form outside of US and will only be stored once.  Conversion to required units is an applications issue.,None
96.120002746582,1996-04-02 00:00:00,1996-04-12 00:00:00,Roger Lott; BP,Add Kuwait data,"G_datum  GeogCS  
Proj  
ProjCS",27038  27039,,Add geodetic datum 6318 and 6319; geogCS 4318 and 4319; proj 19928; projCS 24600  31838  31839 and 31900.  Amend area of use for 27038 and 27039.
96.129997253418,1996-04-02 00:00:00,1996-04-12 00:00:00,John Harries; Amoco,Add Romania data,"G_datum  
GeogCS  
Proj  
ProjCS",,,Add geodetic datum 6316 and 6317; geogCS 4316 and 4317; proj 19926 and 19927; projCS 31600 and 31700.
94.0100021362305,1994-10-13 00:00:00,1994-10-17 00:00:00,Larry Flournoy;  Anadrill,Name and parameters for Gulf of Mexico UTM feet zones.,Proj,,Consulted MMS (Drew); Chevron; Shell; JECA; confirmed existing data (P0121-P0124) acceptable.,None.
96.1600036621094,1996-07-18 00:00:00,1996-11-11 00:00:00,Paul Jensen; Agile Data Movers,Inconsistencies when redundant data (names and codes) in tables,Ellips  Proj  ProjCS,,Relationships will be made available in version 3.,None
96.1699981689453,1996-07-18 00:00:00,1996-11-11 00:00:00,Paul Jensen; Agile Data Movers,No tables for geodetic datum or transformation method,GeogCS,,Full tables and relationships will be made available in version 3.,None
96.1800003051758,1996-10-03 00:00:00,1996-10-18 00:00:00,Stephan Nebiker;  Swiss Federal Institute of Technology,Duplicate codes,ProjCS,26774  26775  26776 26777,Corrected under 96/03.,None
96.1900024414063,1996-10-03 00:00:00,1996-10-18 00:00:00,Stephan Nebiker;  Swiss Federal Institute of Technology,Angle units without names,AngUnit,9107  9108,,Entries in abbreviation field transferred to name field.
96.1999969482422,1996-10-18 00:00:00,1996-10-18 00:00:00,EPSG,Information source for Everest 1830 (1937 Adjustment),Ellips,7015,,Information source commen added
96.2099990844727,1996-10-18 00:00:00,1996-10-18 00:00:00,EPSG,Add ellipsoid aliases,Ellipsoid_alias,,,7037  7038  7039  7040  and 7041added.
96.2200012207031,1996-07-18 00:00:00,1996-10-18 00:00:00,Paul Jensen; Agile Data Movers,Increase precision of angle units,Angle_unit,9102  9103  9104  9105  9106,Precision in units tables factors a through d is appropriate and adequate for most cartographic purposes.,Precision of pi increased
96.2300033569336,1996-09-12 00:00:00,1996-10-18 00:00:00,EPSG,Add new units to support  data in other tables,"Angle_unit
Scale_unit",,New entries microradian; sexagesimal degree; ppm,"Added 9109  9110  9201  and 9202
"
96.2399978637695,1996-09-12 00:00:00,1996-10-18 00:00:00,EPSG,Add nautical mile,Linear_unit Linear_unit_alias,9015,nautical mile preferred as primary name.,Add 7030 to linear unit table; move 7015 to linear unit alias table as alias of 7030.
96.25,1996-10-18 00:00:00,1996-10-18 00:00:00,EPSG,Correct ellipsoid for Cape datum,G_datum,6222,,Changed related ellipsoid from 7012 to 7013
96.2600021362305,1996-09-12 00:00:00,1996-10-18 00:00:00,Roger Lott; BP,Add Russian CS95,"G_datum
GeogCS
ProjCS",,,Add geodetic datum 6200; geogCS 4200; projCS 20004-20032 and 20064-20092.
95.0100021362305,1995-01-03 00:00:00,1995-01-30 00:00:00,John Bobbitt; POSC,Clarke 1880 (Arc) name.,,,Not found.  Revert to reporter.,None.
95.0199966430664,1995-01-03 00:00:00,1995-01-30 00:00:00,John Bobbitt; POSC,Modified American Foot conversion factor incosistency.,Ellips  Proj,E009  P0242-0244,Value = 12 * 1.0000382 / 39.37 = 0.30481225... as given in linear unit table.,E009; P0242-0244 updated.
95.0299987792969,1995-01-03 00:00:00,1995-01-30 00:00:00,John Bobbitt; POSC,Abbreviation for grad.,,,Suggestion implemented.,Updates throughout most files.
95.0400009155273,1995-01-03 00:00:00,1995-06-02 00:00:00,John Bobbitt; POSC,Gauss-Kruger projection method to be TM.,,,In consultancy brief.,TM adopted for version 2.
95.0500030517578,1995-01-04 00:00:00,1995-01-30 00:00:00,John Bobbitt; POSC,Spelling of Lisbon.,GDatum  GeogCS,G228-229  C0080,Reviewed at 27-Jan-95 wg meeting. Lisboa to be replaced by Lisbon.,G228-229; C0080 amended.
95.0599975585938,1995-01-11 00:00:00,1995-01-30 00:00:00,John Bobbitt; POSC,Error in Swiss projection longitude of origin.,Proj,P0531,Reviewed at 27-Jan-95 wg meeting.,P0531 longitude of origin value amended .
95.0699996948242,1995-01-11 00:00:00,1995-01-30 00:00:00,John Bobbitt; POSC,Difficulty in POSC model coping with apostrophies.,GeogCS,G162,Reviewed at 27-Jan-95 wg meeting. Apostrophe dropped from M'poroloko but not Cote d'Ivoire as this is ISO spelling.,G162 amended.
95.0810012817383,1995-01-27 00:00:00,1995-01-30 00:00:00,EPSG wg.,Adopt ISO country names.,GeogCS  ProjCS,C0018-19; C0081-82; C0091-0336; C0356-57; G117-8; G130; G176; G178; G187-189; G203; G215; G226-227; P0121-0377; P0466; P0523-4 and P0531-2 amended.,Agreed.,C0018-19; C0081-82; C0091-0336; C0356-57; G117-8; G130; G176; G178; G187-189; G203; G215; G226-227; P0121-0377; P0466; P0523-4 and P0531-2 amended.
95.0820007324219,1995-01-27 00:00:00,1995-01-30 00:00:00,EPSG wg.,Add revised France zones.,Proj,P0443-6,Agreed.,P0443-6 amended; P0536-9 added.
95.0830001831055,1995-01-27 00:00:00,1995-01-30 00:00:00,EPSG wg.,Add Morocco zones.,ProjCS,,,P0460-0461 added. P0462 not accepted.
95.0899963378906,1995-04-25 00:00:00,1995-04-28 00:00:00,Mike Ruth; SPOT,Modify Paris PM value to 2.596921296.,PMerid,,Additional precision not required.,None
95.1920013427734,1995-07-21 00:00:00,1995-07-21 00:00:00,Melita Kennedy; ESRI,Error in area of use description West Malaysia west of 102 deg E,ProjCS,24548,Agreed.,"Area of use description changed from ""...east of 102 deg E"" to ""... west of...""."
95.193000793457,1995-07-21 00:00:00,1995-07-21 00:00:00,Melita Kennedy; ESRI,Hemisphere in area of use descriptions should all be E.,ProjCS,23846  23847  23848  23849  23850  23851  23852  23853  23886  23887  23888  23889  23890  23891  23892  23893  23894,Agreed.,Area of use longitude hemisphere changed from W to E.
95.1999969482422,1995-07-25 00:00:00,1995-07-25 00:00:00,Niles Ritter; JPL,Area of use mis-spelling eest.,ProjCS,23846  23886,Error introduced in amendment 95/19.3,"Area of use description changed to ""... and west of 96 deg E""."
95.2109985351563,1995-07-25 00:00:00,1995-08-08 00:00:00,Joe Schwartz; Mapinfo,Add datum transformation parameters for each datum to WGS 84.,,,Not a trivial problem.  To be addressed in a later revision.,None at this time.
95.2119979858398,1995-07-25 00:00:00,1995-08-08 00:00:00,Joe Schwartz; Mapinfo,Add test data for each projected coordinate system.,ProjCS,,Examples are given in POSC transformation method documentation.,None
95.2200012207031,1995-08-08 00:00:00,1995-08-08 00:00:00,John Bobbitt; POSC,"I have a publication that lists a ""Louisiana Offshore"" for use with NAD27.  Your tables don't have this zone.  Does the area of use of Louisiana South include the offshore GOM or not?  Or does it include it on NAD27, but not NAD83?",Proj,,"To the best of our knowledge Louisiana Offshore zones, both for NAD27 and NAD83 are not used.  The Louisiana South zone (NAD 27) is used offshore Louisiana. The NAD83/Louisiana South projected coordinate system is used only onshore.",None
95.2699966430664,1995-08-15 00:00:00,1995-08-22 00:00:00,John Bobbitt; POSC,BLM zone area of use,Proj  ProjCS,15916  26776,Agreed.,"Amend area of use from ""... 90d to 96d W"" to ""... 90d to 84d W""."
95.2799987792969,1995-11-21 00:00:00,1995-12-02 00:00:00,Eric Pohl; Erdas,Angle unit code/value inconsistencies,Proj,16001-16060  16101-16160  16204-16232  16304-16332  18112-18117  19009  19910  19915  19917  19921,Agreed.,Amend angle unit code from 9101 to 9102.
95.2300033569336,1995-08-08 00:00:00,1995-08-08 00:00:00,John Bobbitt; POSC,"For NAD27, the description for Texas South and Texas South Central includes the Gulf of Mexico. For NAD83 it does not. Is this correct?",Proj,14204  14205  14234  14235,Systems in use on the Texas shelf are NAD27/Texas South and NAD27/Texas South Central. MMS propose that NAD83/UTM zone 14/15 should replace these.  NAD83/Texas South and NAD83/Texas South Central are used onshore only.,None
95.2399978637695,1995-08-08 00:00:00,1995-08-08 00:00:00,John Bobbitt; POSC,"Should Geographic CS 4270:Nahrwan 1967, have an area of use of ""Persian Gulf"" not ""Arabian Gulf""?",GeogCS,4270,". Historically named the Persian Gulf,  with the rise of Arab nationalism, this became unacceptable on the west/south side of the Gulf and there the term Arabian Gulf has been used.",None
95.25,1995-08-08 00:00:00,1995-08-22 00:00:00,John Bobbitt; POSC,Arizona & Michigan coordinate system projection zone names inconsistent with names in projection table.,ProjCS,26748  26749  26750  26801  26802  26803,Agreed.,Amend projection zone names given in CS table to correspond to those in projection table.
95.2600021362305,1995-08-08 00:00:00,1995-08-22 00:00:00,John Bobbitt; POSC,"Discrepancies in names between the projected coordinate system
file and the projection parameters file in the name of the
projection zone.",Proj  ProjCS,18081  18082  18083  18084  18091  18092  18093  18094  27581  27582  27583  27591  27592  27593,"The names given in the projection parameter file are preferred.  However, investigation of this request has brought to light a transposition of and old code reference in the Remarks of all four (including Corsica) old and new Lambert France zones.","Remarks amended for projections 18081-18084 and 18091-18094.  For ProjCS 27591-27593 inclusive, amend projection zone to be consistent with proj file, and delete the map projection zone abbreviation. For ProjCS 27581-27583 and 27591-27593, add remarks."
95.2900009155273,1995-11-23 00:00:00,1995-12-08 00:00:00,Alan Haugh; Hydrosearch,STM FE value,Proj,,Value of zero for the South Africa CS zones (Lo15-Lo33) confirmed as correct by Russel Fox; OSGB librarian.,ProjCS v2.1.4
95.3000030517578,1995-12-02 00:00:00,1995-12-02 00:00:00,EPSG (Lott),Angle unit code/value inconsistencies,Proj,"10101-15917 except 15001 and 15031;  
17348-58  17448-58  17513-35  18031-7  18041-3  18051-4  18061-2  18072-4  18101-5  18110-1  18121-2  18141-2  18151-3  18161-3  18171-5  19900-2  19904-8  19913-4  19916  19918-20  19922-5",,Amend angle unit code from 9107 to 9108 and angle unit name from DMS to DMSH
96.0100021362305,1996-01-27 00:00:00,1996-01-27 00:00:00,Roger Lott; BP,Correct India zone 0 projection parameters,Proj,18110,,Correct values of parameters latitude of natural origin; scale factor at natural origin; false easting and false northing.
96.0199966430664,1996-01-27 00:00:00,1996-01-27 00:00:00,Roger Lott; BP,Amend area of use for India zones.,Proj,18110  18111  18112  18113  18114  18115  18116  18117,,Amend area of use description.
96.0299987792969,1996-04-12 00:00:00,1996-04-12 00:00:00,Roger Lott; BP,Duplication of codes.,ProjCS,26774  26775  26776  26777,,Amend ProjCS codes for NAD27 / BLM (feet) zones from 26774-26777 to 32074-32077.  Codes 26774-26777 remain applicable for Indiana West; Iowa North and South and Kansas North NAD27 SP zones.
96.0400009155273,1996-04-10 00:00:00,1996-10-18 00:00:00,Jim Cain; Western Geophysical,Use relational db for distribution.,All,,Relationships will be made available in version 3.,Make MS-Access db available from v3.
96.1399993896484,1996-04-02 00:00:00,1996-09-12 00:00:00,Christian Ameil; Elf,Add French and Swiss data,"V_datum  
VertCS",,Agreed,V_datum 5107 and 5108 and VertCS 5707 and 5708 added.
96.0500030517578,1996-04-10 00:00:00,2001-11-06 00:00:00,Jim Cain; Western Geophysical,Relate area of use to structured area table,All relevant tables,,,See change record 2000.51.
96.0599975585938,1996-04-10 00:00:00,1996-10-18 00:00:00,Jim Cain; Western Geophysical,Add revision history field.,All,,Change table to be part of db release from v3.,None
95.0999984741211,1995-04-25 00:00:00,1995-04-28 00:00:00,Mike Ruth; SPOT,Add sphere; Add NATO Digest ellipsoids (Delambre; Fischer; Hough; Walbeck; WGS60 and WGS66).,Ellips,,Adding sphere agreed (authalic to be included).  Obsolete and scientific ellipsoids not agreed.  (WGS60 and WGS66 are geodetic datums not ellipsoids).,E035 added.
95.120002746582,1995-05-05 00:00:00,1995-05-10 00:00:00,John Bobbitt; POSC,Hidden spaces in text.,ProjCS,,No error found - data translator assumed the cause of problem.,Reporter advised.
95.129997253418,1995-05-05 00:00:00,1995-05-10 00:00:00,John Bobbitt; POSC,Ain el Abd datum name not consistently represented in CS names.,GeogCS  ProjCS,G105   C0026,Should be Ain el Abd 1970.,"G105 and C0026 amended from ""Ain el Abd 70"" to ""Ain el Abd 1970"""
95.1399993896484,1995-05-05 00:00:00,1995-05-10 00:00:00,John Bobbitt; POSC,POSC model coping with apostrophies.,GeogCS,G162,Reverses change 95/7.,M'poroloko  reinstated.
95.1500015258789,1995-05-05 00:00:00,1995-05-10 00:00:00,John Bobbitt; POSC,South Carolina zones: NAD27 duplicated and NAD83 missing.,ProjCS,C0262,Error agreed.  Name is in error; component data OK.,C0262 name amended.
95.1600036621094,1995-05-09 00:00:00,1995-05-10 00:00:00,John Bobbitt; POSC,California zone names.,Proj,,Agreed.  Note that SP27 zones use roman numerals whilst SP83 use Arabic.,P**** name amended.
95.1699981689453,1995-05-18 00:00:00,1995-05-30 00:00:00,John Bobbitt; POSC,Make projCS units variable.,Proj,,Data model problem.,Reporter advised.
95.1800003051758,1995-07-20 00:00:00,1995-07-20 00:00:00,John Bobbitt; POSC,Missouri East & New York east SP projection longitude of origin error.,Proj,12401  13101,Agreed.,Longitude of natural origin hemisphere changed from E to W.
95.1910018920898,1995-07-21 00:00:00,1995-07-21 00:00:00,Melita Kennedy; ESRI,Hemisphere in area of use descriptions should all be W.,ProjCS,20822  20823  20824,Agreed.,Area of use longitude hemisphere changed from E to W.
96.1500015258789,1996-07-08 00:00:00,1996-07-17 00:00:00,Raphael Mankin; Coversoft,Proj codes use 9101/degrees where according to units table they ought to say 9102/degrees,Proj,19915; 16001-16160; 16204-16332; 18112-18117,Corrected under 95/28.,None
97.0500030517578,1997-03-07 00:00:00,1997-04-11 00:00:00,Melita Kennedy; ESRI,Add several longitude rotations,Trf_nonpoly  Trf_path  Geod_trf,1194  8094,These are 2-step transformations requiring first a longitude rotation to equivalent Greenwich-based CS and then a geocentric transformation.,"Change transformation 1194 from ""NTF (Paris) to WGS 84"" to ""NTF (Paris) to NTF"";  change trf_ path 8494/1 target from 4326 to 4275, add trf_path 8494/2.  Add new entries 1257-1269; 8560-8578; 8160-8178."
97.0599975585938,1997-03-07 00:00:00,1997-04-11 00:00:00,Melita Kennedy; ESRI,Add several geodetic transformations,Trf_nonpoly  Trf_path  Geod_trf,1110  1153  1176  1188  1230  1232  1245-1256  8548-8559  8148-8159,Updates found to be required for 1110  1153  1176  1188  1230  1232.,"Parameters amended for 1110 and 1153, area of use amended for 1153 1176 1188 1230 and 1232.  New transformations 8148-8159, paths 8548-8559  and parameters 1245-1256 added."
97.0699996948242,1997-03-18 00:00:00,1997-04-11 00:00:00,Melita Kennedy; ESRI,Check Amersfoort to WGS 84 geodetic transformation values,Trf_nonpoly,1112,All signs reversed.,Parameter values for 1112 amended.
97.0800018310547,1997-04-01 00:00:00,1997-04-11 00:00:00,"Claude Williamson, LGC",Check projection transformation parameter values FE and FN,Trf_nonpoly,15001  15031,15031 is OK.  15001 values in metres should be in US survey feet.,Amend 15001 FE and FN values.
97.0899963378906,1997-04-11 00:00:00,1997-04-11 00:00:00,EPSG,Duplication of Swedish GeogCS,Horiz_CS  Geod_datum,4490  4308  6290,HorizCS name change will adversely affect any application that uses both Code_HorizCS and  HorzCS_name_EPSG as a dual key.,4290 and 6290 deleted.  4308 name changed.
97.0999984741211,1997-04-11 00:00:00,1997-04-11 00:00:00,EPSG,NAD27 geodetic datum code should be GeogCS code,Trf_path,8547,,Erroneous source CS code changed from 6267 to 4267
97.1100006103516,1997-04-11 00:00:00,1997-04-11 00:00:00,EPSG,Colombia projection zones should be related to Greenwich,Trf_nonpoly  Horiz_CS,21891-4  18051-4,HorizCS name change will adversely affect any application that uses both Code_HorizCS and  HorzCS_name_EPSG as a dual key.,"Changed HorizCS name in 21891-4, changed parameter 2 value and prime meridian code in 18051-4"
97.120002746582,1997-04-11 00:00:00,1997-04-11 00:00:00,EPSG,Portuguese CS name muddles two datums,Horiz_CS,4803,Datum 73 is a different CS from the older Lisbon CS,Changed HorizCS name from Lisbon 73 (Lisbon) to Lisbon (Lisbon).
97.129997253418,1997-04-11 00:00:00,1997-04-11 00:00:00,EPSG,Belge 1950 / Belge Lambert 50 ProjCS longitude of origin incorrect,Horiz_CS,21500,Longitude of origin for tranformation 19901 is correct as zero based on Brussels meridian,Amended source GeogCS from 4215 to 4809; changed HorizCS name from Belge 1950 / Belge Lambert 50 to Belge 1950 (Brussels) / Belge Lambert 50
98.38,1998-11-03 00:00:00,1998-11-11 00:00:00,John Bobbitt; POSC,Check Trinidad geodetic transformations,Trf_non-poly,1295  1296,Parameters for these two transformation parameters were transposed.,Corrected parameters for dX dY and dZ for 1295 and 1296 by moving values from 1295 to 1296 and vice versa.
98.42,1998-11-11 00:00:00,1998-11-11 00:00:00,John Bobbitt; POSC,Correct spelling of Portuguese,HorizCS  Trf_nonpoly,19918  20700,Only change is in the spelling of the projection and projected CS names.  As these are keys the original enties deleted and replaced.,Non-poly tfm 19918 and HorizCS 20700 deleted and replaced by 19936 and 20790 respectively.
98.43,1998-11-11 00:00:00,1998-11-11 00:00:00,EPSG,Add UKOOA UKCS transformations,Trf_non-poly  Geod_trf,,,Added non-polynomial transformations 1314-1315; geodetic transformations 8246-8247.
98.44,1998-10-26 00:00:00,1998-11-11 00:00:00,Rossano Carlotti; AGIP,Add Cameroon transformations,Trf_non-poly  Geod_trf,,,Added non-poly trf 1316 and geod_trf 8248.
98.45,1998-11-11 00:00:00,1998-11-11 00:00:00,EPSG,Add country names to WGS 84 systems,horizCS,32601-60; 32701-60,GeogCS report adds WGS 84 to all areas.,Added country names to all WGS84 / UTM projCS area of use.
98.47,1998-11-25 00:00:00,1998-11-25 00:00:00,EPSG,Version 4.2 release,,,,
98.4600015258789,1998-11-18 00:00:00,1998-11-19 00:00:00,Lars Nilsson; Satellitbild,Correct trf_variant values in Geod_trf table,Geod_trf,8180  8227,,"Changed trf_variants for 8180 and 8227 from 1 to 2 and from 1 to 5 respectively.  Changed name of 8227 from ""…to WGS84 (5)"" to ""…to WGS 84 (5)""."
98.362,1998-11-06 00:00:00,1998-11-19 00:00:00,Richard Wylde; SIMA Consultancy,Check ISO area codes,Area,26 141 263,,Changed ISO A3 codes for Area_IDs 26(BR>BHR) and 141(KBR>LBR). Changed ISO A2 code for Area_ID 263(BG>VG).
98.48,1998-12-02 00:00:00,1999-10-20 00:00:00,Gerhard Trichtl; Datamed Info GmbH,Add Austrian projections; check prime meridian.,Tfm_nonpoly  HorizCS,18041-43,Other requested systems not provided by Austrian authorities.,Amended remarks for proj 18041-43 and projCS 31291-93.  Added proj 18044-46  19947 and projCS 31294-97; non-poly tfm 1471  tfm_path 8815  geod tfm 8415.
98.49,1998-12-09 00:00:00,1999-04-22 00:00:00,Kazushi Iuchi; Hitachi,Add Japanese coordinate systems and transformations.,HorizCS  Tfm_nonpoly  Trf_path  Geod_trf  Vert_datum  Vert_CS,,,Added non-polynomial transformations 1335-1436 and 17801-17819; projCS 30161-30179; geodetic transformations 8268-8369; trf_path 8668-8769; vertical datum 5122; vertical CS 5723.
98.5,1998-12-14 00:00:00,1998-12-14 00:00:00,EPSG,Correct second part of Australian compound geodetic transformations,Trf_path,"8590 step 2, 8592 step 2, 8594 step 2.",Change ID and date also recorded in Geod_Trf records 8190 8192 and 8194 although no change was actually made in this table.,Amended non-polynomial transformation code in step 2 from 1151 (GD49) to 1150 (GDA94).
98.51,1998-12-14 00:00:00,1998-12-14 00:00:00,EPSG,Correct path for Sweden RT38 longitude rotation,Trf_path,8578,,Corrected target CS code from 4378 (unused) to 4308 (RT38).
98.52,1998-12-14 00:00:00,1998-12-14 00:00:00,EPSG,Correct name for Greek longitude rotation,Geod_trf,8179,,"Changed geod_trf name from ""Greek (Athens) to Greek"" to ""Greek (Athens) to Greek (1)""."
98.53,1998-12-14 00:00:00,1998-12-14 00:00:00,EPSG,Add unit codes for NADCON transformations,Tfm_nonpoly,1241  1243,,Added angle unit code.
98.54,1998-12-14 00:00:00,1999-04-22 00:00:00,EPSG,Add Estonia coordinate systems and transformations,Gdatum  HorizCS  Tfm_nonpoly  Trf_path  Geod_trf,,Data not confirmed by national mapping agency.,Add geodetic datum 6133; geogCS 4133; projections 19938-39; projCS 3300 and 25884; non-poly_tfm 1331-4; geod_trf 8264-7; trf_path 8664-7.
98.55,1998-12-14 00:00:00,1998-12-14 00:00:00,EPSG,Add concatenated transformation area of use field,Geod_trf,,This field is for concatenated (multi-step) transformations only. For single step transformations the area of use for the related polynomial or non-polynomial transformation apply to the geodetic transformation.,"New field added.  Remarks and information source field captions changed to include ""concatenated""."
98.56,1998-12-14 00:00:00,1998-12-14 00:00:00,EPSG,Correct angle units for Angola geodetic transformations,Trf_nonpoly,1267  1326,,Changed angle unit code from incorrect value of 9102 (=degree) to 9104 (=arc-second).
98.57,1998-12-14 00:00:00,1998-12-14 00:00:00,EPSG,Correct variation number for Canada NT transformations,Geod_trf,8242  8244,,Changed coord_trf_variant from 1 to 3 and 2 to 4 respectively.
98.58,1998-12-14 00:00:00,2000-10-19 00:00:00,EPSG,Check coordinate system and area consistency for DMA Batavia to WGS84 transformation.,Trf_nonpoly,1123,Area given as Sumatra but Batavia is a datum for Java.,Remark added.
99.01,1999-01-07 00:00:00,1999-04-22 00:00:00,"Gerhard Bilhag, Univ. of Munich",Correct Abridged Molodenski formulae,Tfm_method,9605,EPSG guidance note 7 also corrected and re-issued February 1999.,"Correct formula: In equation for Dlat changed 206265 to 1/sin1"". In equation for Dlon, (a) changed 206265/nu to 1/nu*cos(lat)*sin1""; (b) the term dY*cos(lat) changed to dY*cos(lon). In equation for Dh, the sin2(lat) term changed to sin(lat)^2."
99.04,1999-02-12 00:00:00,1999-05-24 00:00:00,Simon-Pierre Cadieux; Concept Logic,Update NAD27-NAD83 transformations for Quebec and Ontario,,,,Add geod_datum 6608-6609; geogCS 4608-4609; non-poly tfm 1451 1462 1463; trf_path 8795-6  8803-8806; geod trf 8395-6  8403-8406.
99.05,1999-02-18 00:00:00,1999-04-22 00:00:00,Simon-Pierre Cadieux; Concept Logic,Add angle units and abbreviations,UOM_angle  UOM_an_alias,,,In UOM_angle added abbreviation to codes 9105 (grad) and 9109 (microradian); added new angle units 9112-9114 (centesimal minutes and seconds; mil_6400).  In UOM_an_alias added new angle unit alias 9115 (mil).
99.03,1999-02-11 00:00:00,1999-04-22 00:00:00,Melita Kennedy; ESRI,Change ellipsoid name for WGS72 datum,Ellipsoid  Ellips_alias Geod_datum,7026  6322  6324,"The WGS72 figure of the earth adopted the NWL10D ellipsoid parameters.  However, universal usage (including within NIMA TR8350.2) is to refer to this ellipsoid as WGS72.",WGS 72 (code 7043) added to ellipsoid table.  NWL 10D (code 7026) deleted from ellipsoid table and added to ellips_alias table.  WGS72 and WGS72BE datums changed from ellipsoid 7026 to 7043.
99.202,1999-04-22 00:00:00,1999-10-20 00:00:00,Melita Kennedy; ESRI,Check Morocco angle units,,4261  18131-2  26191-2,These are OK.  Although originally working in grads (hence projection parameter definition) usage since 1953 has been in degrees.,None.
99.203,1999-04-22 00:00:00,1999-10-20 00:00:00,Cliff Munier; University of New Orleans,Review Morocco projection method,,,The small difference in coordinates caused by the change in projection method and the very old date (1953) of change does not warrent adding the historic systems to the database.,Remarks added to proj 18131 and 18132.
99.21,1999-04-22 00:00:00,1999-04-22 00:00:00,EPSG,Add Syria projCS,,,EPSG guidance note 7 updated for new projection method.,Added transformation method 9817 (truncated Lambert Conic); non_poly pojection 19940; projCS 22700.
99.221,1999-04-22 00:00:00,1999-04-22 00:00:00,EPSG,Add Greece ED50 projCS,,23034 23035,Used in oil industry.,Added Greece to area of use.
99.222,1999-04-22 00:00:00,1999-04-22 00:00:00,Martin Redford; Enterprise,Add Greece ED50 transformation,,,,Added non_poly transformation 1440 and geodetic tfm 8372 (ED50 to WGS 84 (19)).
99.23,1999-04-22 00:00:00,2000-03-07 00:00:00,Martin Redford; Enterprise,Add Vietnam data,,,,Added geod_datum 6147; geogCS 4147; proj 16586; projCS 2044-45 2093-94; vert_datum 5125-6; vertCS 5726-7; tfm 1541-44; trf path 8365-68; single geod tfm 8531 8533-35; concat geod tfm 8532.
99.24,1999-04-22 00:00:00,1999-04-22 00:00:00,EPSG,Add Brazil data,,,EPSG guidance note 7 updated for new projection method.,Added transformation method 9818 (American Polyconic); non_poly projection 19941; projCS 24882 and 29100.
99.25,1999-04-22 00:00:00,1999-10-20 00:00:00,Jim Cruickshank; Western Geophysical,Add Ivory Coast data,,,,Added geodetic datums 6142 6143; geogCS 4142 4143; projCS 240-243; non-poly transformations 1469 1470; tfm path 8813 8814; geod. tfm 8413 8414.
