"ALIAS CODE","OBJECT_TABLE_NAME","OBJECT_CODE","NAMING_SYSTEM_CODE","ALIAS","REMARKS"
506,Coordinate_Operation,12301,7302,Mississippi East,
507,Coordinate_Operation,12302,7302,Mississippi West,
508,Coordinate_Operation,12331,7302,Mississippi East,
509,Coordinate_Operation,12332,7302,Mississippi West,
510,Coordinate_Operation,12401,7302,Missouri  East,
511,Coordinate_Operation,12402,7302,Missouri Central,
512,Coordinate_Operation,12403,7302,Missouri West,
513,Coordinate_Operation,12431,7302,Missouri East,
514,Coordinate_Operation,12432,7302,Missouri Central,
515,Coordinate_Operation,12433,7302,Missouri West,
516,Coordinate_Operation,12501,7302,Montana North,
517,Coordinate_Operation,12502,7302,Montana Central,
518,Coordinate_Operation,12503,7302,Montana South,
519,Coordinate_Operation,12530,7302,Montana,
520,Coordinate_Operation,12601,7302,Nebraska North,
521,Coordinate_Operation,12602,7302,Nebraska South,
522,Coordinate_Operation,12630,7302,Nebraska,
523,Coordinate_Operation,12701,7302,Nevada  East,
524,Coordinate_Operation,12702,7302,Nevada Central,
525,Coordinate_Operation,12703,7302,Nevada West,
526,Coordinate_Operation,12731,7302,Nevada East,
527,Coordinate_Operation,12732,7302,Nevada Central,
528,Coordinate_Operation,12733,7302,Nevada West,
529,Coordinate_Operation,12800,7302,New Hampshire,
530,Coordinate_Operation,12830,7302,New Hampshire,
531,Coordinate_Operation,12900,7302,New Jersey,
532,Coordinate_Operation,12930,7302,New Jersey,
533,Coordinate_Operation,13001,7302,New Mexico East,
534,Coordinate_Operation,13002,7302,New Mexico Central,
535,Coordinate_Operation,13003,7302,New Mexico West,
536,Coordinate_Operation,13031,7302,New Mexico East,
537,Coordinate_Operation,13032,7302,New Mexico Central,
538,Coordinate_Operation,13033,7302,New Mexico West,
539,Coordinate_Operation,13101,7302,New York East,
540,Coordinate_Operation,13102,7302,New York Central,
541,Coordinate_Operation,13103,7302,New York  West,
542,Coordinate_Operation,13104,7302,New York Long Island,
543,Coordinate_Operation,13131,7302,New York East,
544,Coordinate_Operation,13132,7302,New York Central,
545,Coordinate_Operation,13133,7302,New York  West,
546,Coordinate_Operation,13134,7302,New York Long Island,
547,Coordinate_Operation,13200,7302,North Carolina,
548,Coordinate_Operation,13230,7302,North Carolina,
549,Coordinate_Operation,13301,7302,North Dakota North,
550,Coordinate_Operation,13302,7302,North Dakota South,
551,Coordinate_Operation,13331,7302,North Dakota North,
552,Coordinate_Operation,13332,7302,North Dakota South,
553,Coordinate_Operation,13401,7302,Ohio North,
554,Coordinate_Operation,13402,7302,Ohio South,
555,Coordinate_Operation,13431,7302,Ohio North,
556,Coordinate_Operation,13432,7302,Ohio South,
557,Coordinate_Operation,13501,7302,Oklahoma North,
558,Coordinate_Operation,13502,7302,Oklahoma South,
559,Coordinate_Operation,13531,7302,Oklahoma North,
560,Coordinate_Operation,13532,7302,Oklahoma South,
561,Coordinate_Operation,13601,7302,Oregon North,
562,Coordinate_Operation,13602,7302,Oregon South,
563,Coordinate_Operation,13631,7302,Oregon North,
564,Coordinate_Operation,13632,7302,Oregon South,
565,Coordinate_Operation,13701,7302,Pennsylvania North,
566,Coordinate_Operation,13702,7302,Pennsylvania South,
567,Coordinate_Operation,13731,7302,Pennsylvania North,
568,Coordinate_Operation,13732,7302,Pennsylvania South,
569,Coordinate_Operation,13800,7302,Rhode Island,
570,Coordinate_Operation,13830,7302,Rhode Island,
571,Coordinate_Operation,13901,7302,South Carolina North,
572,Coordinate_Operation,13902,7302,South Carolina South,
573,Coordinate_Operation,13930,7302,South Carolina,
574,Coordinate_Operation,14001,7302,South Dakota North,
575,Coordinate_Operation,14002,7302,South Dakota South,
576,Coordinate_Operation,14031,7302,South Dakota North,
577,Coordinate_Operation,14032,7302,South Dakota South,
578,Coordinate_Operation,14100,7302,Tennessee,
579,Coordinate_Operation,14130,7302,Tennessee,
580,Coordinate_Operation,14201,7302,Texas North,
581,Coordinate_Operation,14202,7302,Texas North Central,
582,Coordinate_Operation,14203,7302,Texas Central,
583,Coordinate_Operation,14204,7302,Texas South Central,
584,Coordinate_Operation,14205,7302,Texas South,
585,Coordinate_Operation,14231,7302,Texas North,
586,Coordinate_Operation,14232,7302,Texas North Central,
587,Coordinate_Operation,14233,7302,Texas Central,
588,Coordinate_Operation,14234,7302,Texas South Central,
589,Coordinate_Operation,14235,7302,Texas South,
590,Coordinate_Operation,14301,7302,Utah North,
591,Coordinate_Operation,14302,7302,Utah Central,
592,Coordinate_Operation,14303,7302,Utah South,
593,Coordinate_Operation,14331,7302,Utah North,
594,Coordinate_Operation,14332,7302,Utah Central,
595,Coordinate_Operation,14333,7302,Utah South,
596,Coordinate_Operation,14400,7302,Vermont,
597,Coordinate_Operation,14430,7302,Vermont,
598,Coordinate_Operation,14501,7302,Virginia North,
599,Coordinate_Operation,14502,7302,Virginia South,
600,Coordinate_Operation,14531,7302,Virginia North,
601,Coordinate_Operation,14532,7302,Virginia South,
602,Coordinate_Operation,14601,7302,Washington North,
603,Coordinate_Operation,14602,7302,Washington South,
604,Coordinate_Operation,14631,7302,Washington North,
605,Coordinate_Operation,14632,7302,Washington South,
606,Coordinate_Operation,14701,7302,West Virginia North,
607,Coordinate_Operation,14702,7302,West Virginia South,
608,Coordinate_Operation,14731,7302,West Virginia North,
609,Coordinate_Operation,14732,7302,West Virginia South,
610,Coordinate_Operation,14801,7302,Wisconsin North,
611,Coordinate_Operation,14802,7302,Wisconsin Central,
612,Coordinate_Operation,14803,7302,Wisconsin South,
613,Coordinate_Operation,14831,7302,Wisconsin North,
614,Coordinate_Operation,14832,7302,Wisconsin Central,
615,Coordinate_Operation,14833,7302,Wisconsin South,
616,Coordinate_Operation,14901,7302,Wyoming East,
617,Coordinate_Operation,14902,7302,Wyoming East Central,
618,Coordinate_Operation,14903,7302,Wyoming West Central,
619,Coordinate_Operation,14904,7302,Wyoming West,
620,Coordinate_Operation,14931,7302,Wyoming East,
621,Coordinate_Operation,14932,7302,Wyoming East Central,
622,Coordinate_Operation,14933,7302,Wyoming West Central,
623,Coordinate_Operation,14934,7302,Wyoming West,
624,Coordinate_Operation,15001,7302,Alaska zone 1,
625,Coordinate_Operation,15002,7302,Alaska zone 2,
626,Coordinate_Operation,15003,7302,Alaska zone 3,
627,Coordinate_Operation,15004,7302,Alaska zone 4,
628,Coordinate_Operation,15005,7302,Alaska zone 5,
629,Coordinate_Operation,15006,7302,Alaska zone 6,
630,Coordinate_Operation,15007,7302,Alaska zone 7,
631,Coordinate_Operation,15008,7302,Alaska zone 8,
632,Coordinate_Operation,15009,7302,Alaska zone 9,
633,Coordinate_Operation,15010,7302,Alaska zone 10,
634,Coordinate_Operation,15031,7302,Alaska zone 1,
635,Coordinate_Operation,15032,7302,Alaska zone 2,
636,Coordinate_Operation,15033,7302,Alaska zone 3,
637,Coordinate_Operation,15034,7302,Alaska zone 4,
638,Coordinate_Operation,15035,7302,Alaska zone 5,
639,Coordinate_Operation,15036,7302,Alaska zone 6,
640,Coordinate_Operation,15037,7302,Alaska zone 7,
641,Coordinate_Operation,15038,7302,Alaska zone 8,
642,Coordinate_Operation,15039,7302,Alaska zone 9,
643,Coordinate_Operation,15040,7302,Alaska zone 10,
644,Coordinate_Operation,15101,7302,Hawaii  zone 1,
645,Coordinate_Operation,15102,7302,Hawaii  zone 2,
646,Coordinate_Operation,15103,7302,Hawaii  zone 3,
647,Coordinate_Operation,15104,7302,Hawaii  zone 4,
648,Coordinate_Operation,15105,7302,Hawaii  zone 5,
649,Coordinate_Operation,15131,7302,Hawaii zone 1,
650,Coordinate_Operation,15132,7302,Hawaii zone 2,
651,Coordinate_Operation,15133,7302,Hawaii zone 3,
652,Coordinate_Operation,15134,7302,Hawaii zone 4,
653,Coordinate_Operation,15135,7302,Hawaii zone 5,
654,Coordinate_Operation,15201,7302,Puerto Rico,
655,Coordinate_Operation,15202,7302,St. Croix,
656,Coordinate_Operation,15230,7302,Puerto Rico & Virgin Is.,
657,Coordinate_Operation,15914,7302,BLM 14N (ftUS),
658,Coordinate_Operation,15915,7302,BLM 15N (ftUS),
659,Coordinate_Operation,15916,7302,BLM 16N (ftUS),
660,Coordinate_Operation,15917,7302,BLM 17N (ftUS),
661,Coordinate_Operation,16061,7302,UPS North,
662,Coordinate_Operation,16062,7302,UPS South,
663,Coordinate_Operation,16261,7302,3-degree Gauss zone 1,
664,Coordinate_Operation,16262,7302,3-degree Gauss zone 2,
665,Coordinate_Operation,16263,7302,3-degree Gauss zone 3,
666,Coordinate_Operation,16264,7302,3-degree Gauss zone 4,
667,Coordinate_Operation,16265,7302,3-degree Gauss zone 5,
668,Coordinate_Operation,16266,7302,3-degree Gauss zone 6,
669,Coordinate_Operation,16267,7302,3-degree Gauss zone 7,
670,Coordinate_Operation,16268,7302,3-degree Gauss zone 8,
671,Coordinate_Operation,16361,7302,3-deg Gauss-Kruger 3E,
672,Coordinate_Operation,16362,7302,3-deg Gauss-Kruger 6E,
673,Coordinate_Operation,16363,7302,3-deg Gauss-Kruger 9E,
674,Coordinate_Operation,16364,7302,3-deg Gauss-Kruger 12E,
675,Coordinate_Operation,16365,7302,3-deg Gauss-Kruger 15E,
676,Coordinate_Operation,16366,7302,3-deg Gauss-Kruger 18E,
677,Coordinate_Operation,16367,7302,3-deg Gauss-Kruger 21E,
678,Coordinate_Operation,16368,7302,3-deg Gauss-Kruger 24E,
679,Coordinate_Operation,17348,7302,MGA zone 48,
680,Coordinate_Operation,17349,7302,MGA zone 49,
681,Coordinate_Operation,17350,7302,MGA zone 50,
682,Coordinate_Operation,17351,7302,MGA zone 51,
683,Coordinate_Operation,17352,7302,MGA zone 52,
684,Coordinate_Operation,17353,7302,MGA zone 53,
685,Coordinate_Operation,17354,7302,MGA zone 54,
686,Coordinate_Operation,17355,7302,MGA zone 55,
687,Coordinate_Operation,17356,7302,MGA zone 56,
688,Coordinate_Operation,17357,7302,MGA zone 57,
689,Coordinate_Operation,17358,7302,MGA zone 58,
690,Coordinate_Operation,17448,7302,AMG zone 48,
691,Coordinate_Operation,17449,7302,AMG zone 49,
692,Coordinate_Operation,17450,7302,AMG zone 50,
693,Coordinate_Operation,17451,7302,AMG zone 51,
694,Coordinate_Operation,17452,7302,AMG zone 52,
695,Coordinate_Operation,17453,7302,AMG zone 53,
696,Coordinate_Operation,17454,7302,AMG zone 54,
697,Coordinate_Operation,17455,7302,AMG zone 55,
698,Coordinate_Operation,17456,7302,AMG zone 56,
699,Coordinate_Operation,17457,7302,AMG zone 57,
700,Coordinate_Operation,17458,7302,AMG zone 58,
701,Coordinate_Operation,17515,7302,S. African Grid zone 15,
702,Coordinate_Operation,17517,7302,S. African Grid zone 17,
703,Coordinate_Operation,17519,7302,S. African Grid zone 19,
704,Coordinate_Operation,17521,7302,S. African Grid zone 21,
705,Coordinate_Operation,17523,7302,S. African Grid zone 23,
706,Coordinate_Operation,17525,7302,S. African Grid zone 25,
707,Coordinate_Operation,17527,7302,S. African Grid zone 27,
708,Coordinate_Operation,17529,7302,S. African Grid zone 29,
709,Coordinate_Operation,17531,7302,S. African Grid zone 31,
710,Coordinate_Operation,17533,7302,S. African Grid zone 33,
711,Coordinate_Operation,17611,7302,SW African Grid zone 11,
712,Coordinate_Operation,17613,7302,SW African Grid zone 13,
713,Coordinate_Operation,17615,7302,SW African Grid zone 15,
714,Coordinate_Operation,17617,7302,SW African Grid zone 17,
715,Coordinate_Operation,17619,7302,SW African Grid zone 19,
716,Coordinate_Operation,17621,7302,SW African Grid zone 21,
717,Coordinate_Operation,17623,7302,SW African Grid zone 23,
718,Coordinate_Operation,17625,7302,SW African Grid zone 25,
719,Coordinate_Operation,17702,7302,MTM zone 2,
720,Coordinate_Operation,17801,7302,Japan zone I,
721,Coordinate_Operation,17802,7302,Japan zone II,
722,Coordinate_Operation,17803,7302,Japan zone III,
723,Coordinate_Operation,17804,7302,Japan zone IV,
724,Coordinate_Operation,17805,7302,Japan zone V,
725,Coordinate_Operation,17806,7302,Japan zone VI,
726,Coordinate_Operation,17807,7302,Japan zone VII,
727,Coordinate_Operation,17808,7302,Japan zone VIII,
728,Coordinate_Operation,17809,7302,Japan zone IX,
729,Coordinate_Operation,17810,7302,Japan zone X,
730,Coordinate_Operation,17811,7302,Japan zone XI,
731,Coordinate_Operation,17812,7302,Japan zone XII,
732,Coordinate_Operation,17813,7302,Japan zone XIII,
733,Coordinate_Operation,17814,7302,Japan zone XIV,
734,Coordinate_Operation,17815,7302,Japan zone XV,
735,Coordinate_Operation,17816,7302,Japan zone XVI,
736,Coordinate_Operation,17817,7302,Japan zone XVII,
737,Coordinate_Operation,17818,7302,Japan zone XVIII,
738,Coordinate_Operation,17901,7302,Mt Eden Circuit,
739,Coordinate_Operation,17920,7302,Mt Pleasant Circuit,
740,Coordinate_Operation,17924,7302,Mt Nicholas Circuit,
741,Coordinate_Operation,17925,7302,Mt York Circuit,
742,Coordinate_Operation,17926,7302,Observation Pt Circuit,
743,Coordinate_Operation,18031,7302,Argentina 1,
744,Coordinate_Operation,18032,7302,Argentina 2,
745,Coordinate_Operation,18033,7302,Argentina 3,
746,Coordinate_Operation,18034,7302,Argentina 4,
747,Coordinate_Operation,18035,7302,Argentina 5,
748,Coordinate_Operation,18036,7302,Argentina 6,
749,Coordinate_Operation,18037,7302,Argentina 7,
750,Coordinate_Operation,18044,7302,M28,
751,Coordinate_Operation,18045,7302,M31,
752,Coordinate_Operation,18046,7302,M34,
753,Coordinate_Operation,18051,7302,Colombia 3W,
754,Coordinate_Operation,18052,7302,Colombia Bogota,
755,Coordinate_Operation,18053,7302,Colombia 3E,
756,Coordinate_Operation,18054,7302,Colombia 6E,
757,Coordinate_Operation,18071,7302,Blue Belt,
758,Coordinate_Operation,18072,7302,Red Belt,
759,Coordinate_Operation,18073,7302,Purple Belt,
760,Coordinate_Operation,18074,7302,Extended Purple Belt,
761,Coordinate_Operation,18141,7302,North Island Grid,
762,Coordinate_Operation,18142,7302,South Island Grid,
763,Coordinate_Operation,18193,7302,Finland zone 3,
764,Coordinate_Operation,18203,7302,ICS,
765,Coordinate_Operation,18204,7302,ITM,
766,Coordinate_Operation,18231,7302,India zone I,
767,Coordinate_Operation,18232,7302,India zone IIa,
768,Coordinate_Operation,18233,7302,India zone IIIa,
769,Coordinate_Operation,18234,7302,India zone IVa,
770,Coordinate_Operation,18235,7302,India zone IIb,
771,Coordinate_Operation,18236,7302,India zone I,
772,Coordinate_Operation,18237,7302,India zone IIa,
773,Coordinate_Operation,18238,7302,India zone IIb,
774,Coordinate_Operation,19900,7302,Bahrain Grid,
775,Coordinate_Operation,19905,7302,NEIEZ,
776,Coordinate_Operation,19917,7302,NZMG,
777,Coordinate_Operation,19922,7302,LV03,
778,Coordinate_Operation,19923,7302,LV03C,
779,Coordinate_Operation,19928,7302,KTM,
781,Coordinate_Operation,19931,7302,EOV,
782,Coordinate_Operation,19933,7302,PEI Stereographic ATS77,
783,Coordinate_Operation,19935,7302,R.S.O. Malaya,
784,Coordinate_Operation,19945,7302,NB Stereographic ATS77,
785,Coordinate_Operation,19946,7302,NB Stereographic NAD83,
786,Coordinate_Operation,19950,7302,LV95,
787,Coordinate_Operation,19951,7302,Nakhl e Taqi,
788,Coordinate_Operation,19956,7302,R.S.O. Borneo (chSe),
789,Coordinate_Operation,19957,7302,R.S.O. Borneo (ftSe),
790,Coordinate_Operation,19958,7302,R.S.O. Borneo (m),
791,Coordinate_Operation,19960,7302,PEI Stereographic NAD83,
792,Coordinate_Operation,19962,7302,ITM,
793,Coordinate Reference System,20004,7302,1995 Coord. Sys. zone 4,
794,Coordinate Reference System,20005,7302,1995 Coord. Sys. zone 5,
795,Coordinate Reference System,20006,7302,1995 Coord. Sys. zone 6,
796,Coordinate Reference System,20007,7302,1995 Coord. Sys. zone 7,
797,Coordinate Reference System,20008,7302,1995 Coord. Sys. zone 8,
798,Coordinate Reference System,20009,7302,1995 Coord. Sys. zone 9,
799,Coordinate Reference System,20010,7302,1995 Coord. Sys. zone 10,
800,Coordinate Reference System,20011,7302,1995 Coord. Sys. zone 11,
801,Coordinate Reference System,20012,7302,1995 Coord. Sys. zone 12,
802,Coordinate Reference System,20013,7302,1995 Coord. Sys. zone 13,
803,Coordinate Reference System,20014,7302,1995 Coord. Sys. zone 14,
804,Coordinate Reference System,20015,7302,1995 Coord. Sys. zone 15,
805,Coordinate Reference System,20016,7302,1995 Coord. Sys. zone 16,
806,Coordinate Reference System,20017,7302,1995 Coord. Sys. zone 17,
807,Coordinate Reference System,20018,7302,1995 Coord. Sys. zone 18,
808,Coordinate Reference System,20019,7302,1995 Coord. Sys. zone 19,
809,Coordinate Reference System,20020,7302,1995 Coord. Sys. zone 20,
810,Coordinate Reference System,20021,7302,1995 Coord. Sys. zone 21,
811,Coordinate Reference System,20022,7302,1995 Coord. Sys. zone 22,
812,Coordinate Reference System,20023,7302,1995 Coord. Sys. zone 23,
813,Coordinate Reference System,20024,7302,1995 Coord. Sys. zone 24,
814,Coordinate Reference System,20025,7302,1995 Coord. Sys. zone 25,
815,Coordinate Reference System,20026,7302,1995 Coord. Sys. zone 26,
816,Coordinate Reference System,20027,7302,1995 Coord. Sys. zone 27,
817,Coordinate Reference System,20028,7302,1995 Coord. Sys. zone 28,
818,Coordinate Reference System,20029,7302,1995 Coord. Sys. zone 29,
819,Coordinate Reference System,20030,7302,1995 Coord. Sys. zone 30,
820,Coordinate Reference System,20031,7302,1995 Coord. Sys. zone 31,
821,Coordinate Reference System,20032,7302,1995 Coord. Sys. zone 32,
822,Coordinate Reference System,20064,7302,Pulkovo 1995 / Gauss 4N,
823,Coordinate Reference System,20065,7302,Pulkovo 1995 / Gauss 5N,
824,Coordinate Reference System,20066,7302,Pulkovo 1995 / Gauss 6N,
825,Coordinate Reference System,20067,7302,Pulkovo 1995 / Gauss 7N,
826,Coordinate Reference System,20068,7302,Pulkovo 1995 / Gauss 8N,
827,Coordinate Reference System,20069,7302,Pulkovo 1995 / Gauss 9N,
828,Coordinate Reference System,20070,7302,Pulkovo 1995 / Gauss 10N,
829,Coordinate Reference System,20071,7302,Pulkovo 1995 / Gauss 11N,
830,Coordinate Reference System,20072,7302,Pulkovo 1995 / Gauss 12N,
831,Coordinate Reference System,20073,7302,Pulkovo 1995 / Gauss 13N,
832,Coordinate Reference System,20074,7302,Pulkovo 1995 / Gauss 14N,
833,Coordinate Reference System,20075,7302,Pulkovo 1995 / Gauss 15N,
834,Coordinate Reference System,20076,7302,Pulkovo 1995 / Gauss 16N,
835,Coordinate Reference System,20077,7302,Pulkovo 1995 / Gauss 17N,
836,Coordinate Reference System,20078,7302,Pulkovo 1995 / Gauss 18N,
837,Coordinate Reference System,20079,7302,Pulkovo 1995 / Gauss 19N,
838,Coordinate Reference System,20080,7302,Pulkovo 1995 / Gauss 20N,
839,Coordinate Reference System,20081,7302,Pulkovo 1995 / Gauss 21N,
840,Coordinate Reference System,20082,7302,Pulkovo 1995 / Gauss 22N,
841,Coordinate Reference System,20083,7302,Pulkovo 1995 / Gauss 23N,
842,Coordinate Reference System,20084,7302,Pulkovo 1995 / Gauss 24N,
843,Coordinate Reference System,20085,7302,Pulkovo 1995 / Gauss 25N,
844,Coordinate Reference System,20086,7302,Pulkovo 1995 / Gauss 26N,
845,Coordinate Reference System,20087,7302,Pulkovo 1995 / Gauss 27N,
846,Coordinate Reference System,20088,7302,Pulkovo 1995 / Gauss 28N,
847,Coordinate Reference System,20089,7302,Pulkovo 1995 / Gauss 29N,
848,Coordinate Reference System,20090,7302,Pulkovo 1995 / Gauss 30N,
849,Coordinate Reference System,20091,7302,Pulkovo 1995 / Gauss 31N,
850,Coordinate Reference System,20092,7302,Pulkovo 1995 / Gauss 32N,
851,Coordinate Reference System,20437,7302,Ain el Abd / UTM 37N,
852,Coordinate Reference System,20438,7302,Ain el Abd / UTM 38N,
853,Coordinate Reference System,20439,7302,Ain el Abd / UTM 39N,
854,Coordinate Reference System,20790,7302,Lisbon / Portuguese National Grid,
855,Coordinate Reference System,21100,7302,Batavia / NEIEZ,
856,Coordinate Reference System,21291,7302,Barbados 1938 / BWI Grid,
857,Coordinate Reference System,21292,7302,Barbados NationaI Grid,
858,Coordinate Reference System,21413,7302,Beijing / Gauss zone 13,
859,Coordinate Reference System,21414,7302,Beijing / Gauss zone 14,
860,Coordinate Reference System,21415,7302,Beijing / Gauss zone 15,
861,Coordinate Reference System,21416,7302,Beijing / Gauss zone 16,
862,Coordinate Reference System,21417,7302,Beijing / Gauss zone 17,
863,Coordinate Reference System,21418,7302,Beijing / Gauss zone 18,
864,Coordinate Reference System,21419,7302,Beijing / Gauss zone 19,
865,Coordinate Reference System,21420,7302,Beijing / Gauss zone 20,
866,Coordinate Reference System,21421,7302,Beijing / Gauss zone 21,
867,Coordinate Reference System,21422,7302,Beijing / Gauss zone 22,
868,Coordinate Reference System,21423,7302,Beijing / Gauss zone 23,
869,Coordinate Reference System,21473,7302,Beijing / Gauss 13N,
870,Coordinate Reference System,21474,7302,Beijing / Gauss 14N,
871,Coordinate Reference System,21475,7302,Beijing / Gauss 15N,
872,Coordinate Reference System,21476,7302,Beijing / Gauss 16N,
873,Coordinate Reference System,21477,7302,Beijing / Gauss 17N,
874,Coordinate Reference System,21478,7302,Beijing / Gauss 18N,
875,Coordinate Reference System,21479,7302,Beijing / Gauss 19N,
876,Coordinate Reference System,21480,7302,Beijing / Gauss 20N,
877,Coordinate Reference System,21481,7302,Beijing / Gauss 21N,
878,Coordinate Reference System,21482,7302,Beijing / Gauss 22N,
879,Coordinate Reference System,21483,7302,Beijing / Gauss 23N,
880,Coordinate Reference System,21500,7302,Belge Lambert 50,
881,Coordinate Reference System,21780,7302,LV03C,
882,Coordinate Reference System,21781,7302,LV03,
883,Coordinate Reference System,21891,7302,Bogota / Colombia 3W,
884,Coordinate Reference System,21892,7302,Bogota / Colombia Bogota,
885,Coordinate Reference System,21893,7302,Bogota / Colombia 3E,
886,Coordinate Reference System,21894,7302,Bogota / Colombia 6E,
887,Coordinate Reference System,22191,7302,C Inchauspe /Argentina 1,
888,Coordinate Reference System,22192,7302,C Inchauspe /Argentina 2,
889,Coordinate Reference System,22193,7302,C Inchauspe /Argentina 3,
890,Coordinate Reference System,22194,7302,C Inchauspe /Argentina 4,
891,Coordinate Reference System,22195,7302,C Inchauspe /Argentina 5,
892,Coordinate Reference System,22196,7302,C Inchauspe /Argentina 6,
893,Coordinate Reference System,22197,7302,C Inchauspe /Argentina 7,
894,Coordinate Reference System,22275,7302,South African CS zone 15,
895,Coordinate Reference System,22277,7302,South African CS zone 17,
896,Coordinate Reference System,22279,7302,South African CS zone 19,
897,Coordinate Reference System,22281,7302,South African CS zone 21,
898,Coordinate Reference System,22283,7302,South African CS zone 23,
899,Coordinate Reference System,22285,7302,South African CS zone 25,
900,Coordinate Reference System,22287,7302,South African CS zone 27,
901,Coordinate Reference System,22289,7302,South African CS zone 29,
902,Coordinate Reference System,22291,7302,South African CS zone 31,
903,Coordinate Reference System,22293,7302,South African CS zone 33,
904,Coordinate Reference System,22300,7302,Tunisia Mining Grid,
905,Coordinate Reference System,22523,7302,Corrego Alegre / UTM 23S,
906,Coordinate Reference System,22524,7302,Corrego Alegre / UTM 24S,
907,Coordinate Reference System,22994,7302,Egypt 1907 / Ext. Purple,
908,Coordinate Reference System,23946,7302,Indian 1954 / UTM 46N,
909,Coordinate Reference System,23947,7302,Indian 1954 / UTM 47N,
910,Coordinate Reference System,23948,7302,Indian 1954 / UTM 48N,
911,Coordinate Reference System,24047,7302,Indian 1975 / UTM 47N,
912,Coordinate Reference System,24048,7302,Indian 1975 / UTM 48N,
913,Coordinate Reference System,24100,7302,Jamaica 1875 / Old Grid,
914,Coordinate Reference System,24200,7302,JAD69 / Jamaica Grid,
915,Coordinate Reference System,24305,7302,Kalianpur 37 / UTM 45N,
916,Coordinate Reference System,24306,7302,Kalianpur 37 / UTM 46N,
917,Coordinate Reference System,24311,7302,Kalianpur 62 / UTM 41N,
918,Coordinate Reference System,24312,7302,Kalianpur 62 / UTM 42N,
919,Coordinate Reference System,24313,7302,Kalianpur 62 / UTM 43N,
920,Coordinate Reference System,24342,7302,Kalianpur 75 / UTM 42N,
921,Coordinate Reference System,24343,7302,Kalianpur 75 / UTM 43N,
922,Coordinate Reference System,24344,7302,Kalianpur 75 / UTM 44N,
923,Coordinate Reference System,24345,7302,Kalianpur 75 / UTM 45N,
924,Coordinate Reference System,24346,7302,Kalianpur 75 / UTM 46N,
925,Coordinate Reference System,24347,7302,Kalianpur 75 / UTM 47N,
926,Coordinate Reference System,24370,7302,Kalianpur / India 0,
927,Coordinate Reference System,24371,7302,Kalianpur / India I,
928,Coordinate Reference System,24372,7302,Kalianpur / India IIa,
929,Coordinate Reference System,24373,7302,Kalianpur / India III,
930,Coordinate Reference System,24374,7302,Kalianpur / India IV,
931,Coordinate Reference System,24375,7302,Kalianpur 37 / India IIb,
932,Coordinate Reference System,24376,7302,Kalianpur 62 / India I,
933,Coordinate Reference System,24377,7302,Kalianpur 62 / India IIa,
934,Coordinate Reference System,24378,7302,Kalianpur 75 / India I,
935,Coordinate Reference System,24379,7302,Kalianpur 75 / India IIa,
936,Coordinate Reference System,24380,7302,Kalianpur 75 / India IIb,
937,Coordinate Reference System,24381,7302,Kalianpur 75 / India III,
938,Coordinate Reference System,24382,7302,Kalianpur / India IIb,
939,Coordinate Reference System,24383,7302,Kalianpur 75 / India IV,
940,Coordinate Reference System,24892,7302,PSAD56 / Peru central,
941,Coordinate Reference System,25000,7302,Leigon / Ghana Grid,
942,Coordinate Reference System,25391,7302,Luzon / Philippines I,
943,Coordinate Reference System,25392,7302,Luzon / Philippines II,
944,Coordinate Reference System,25393,7302,Luzon / Philippines III,
945,Coordinate Reference System,25394,7302,Luzon / Philippines IV,
946,Coordinate Reference System,25395,7302,Luzon / Philippines V,
947,Coordinate Reference System,25700,7302,Makassar / NEIEZ,
948,Coordinate Reference System,25932,7302,Malongo 1987 / UTM 32S,
949,Coordinate Reference System,26391,7302,Minna / Nigeria West,
950,Coordinate Reference System,26393,7302,Minna / Nigeria East,
951,Coordinate Reference System,26591,7302,Monte Mario / Italy 1,
952,Coordinate Reference System,26592,7302,Monte Mario / Italy 2,
953,Coordinate Reference System,26632,7302,M'poraloko / UTM 32N,
954,Coordinate Reference System,26692,7302,M'poraloko / UTM 32S,
955,Coordinate Reference System,26741,7302,NAD27 / California I,
956,Coordinate Reference System,26742,7302,NAD27 / California II,
957,Coordinate Reference System,26743,7302,NAD27 / California III,
958,Coordinate Reference System,26744,7302,NAD27 / California IV,
959,Coordinate Reference System,26745,7302,NAD27 / California V,
960,Coordinate Reference System,26746,7302,NAD27 / California VI,
961,Coordinate Reference System,26747,7302,NAD27 / California VII,
962,Coordinate Reference System,26786,7302,NAD27 / Massachusetts,
963,Coordinate Reference System,26787,7302,NAD27 / Massachusetts Is,
964,Coordinate Reference System,26792,7302,NAD27 / Minnesota Cent.,
965,Coordinate Reference System,26801,7302,NAD27 / Michigan East,
966,Coordinate Reference System,26802,7302,NAD27 / Michigan Old Cen,
967,Coordinate Reference System,26803,7302,NAD27 / Michigan West,
968,Coordinate Reference System,26811,7302,NAD27 / Michigan North,
969,Coordinate Reference System,26812,7302,NAD27 / Michigan Central,
970,Coordinate Reference System,26813,7302,NAD27 / Michigan South,
971,Coordinate Reference System,26941,7302,NAD83 / California 1,
972,Coordinate Reference System,26942,7302,NAD83 / California 2,
973,Coordinate Reference System,26943,7302,NAD83 / California 3,
974,Coordinate Reference System,26944,7302,NAD83 / California 4,
975,Coordinate Reference System,26945,7302,NAD83 / California 5,
976,Coordinate Reference System,26946,7302,NAD83 / California 6,
