"DEPRECATION_ID","DEPRECATION_DATE","CHANGE_ID","OBJECT_TABLE_NAME","OBJECT_CODE","REPLACED_BY","DEPRECATION_REASON"
400,2002-07-13 00:00:00,2002.41,Coordinate_Operation,1576,1845,Change in Target CRS name.
401,2002-07-13 00:00:00,2002.41,Coordinate_Operation,1572,1843,Change in Target CRS name.
402,2002-07-13 00:00:00,2002.41,Coordinate_Operation,1601,1848,Change in Target CRS name.
403,2002-07-13 00:00:00,2002.41,Coordinate_Operation,1752,1849,Change in Target CRS name.
404,2002-07-13 00:00:00,2002.41,Coordinate Reference System,4140,4617,Change of CRS name to accord with revised Geomatics Canada practice.
405,2002-07-13 00:00:00,2002.41,Coordinate Reference System,2147,2952,Change of geogCRS name to accord with revised Geomatics Canada practice.
406,2002-07-13 00:00:00,2002.41,Coordinate Reference System,2140,2945,Change of geogCRS name to accord with revised Geomatics Canada practice.
407,2002-07-13 00:00:00,2002.41,Coordinate Reference System,2141,2946,Change of geogCRS name to accord with revised Geomatics Canada practice.
408,2002-07-13 00:00:00,2002.41,Coordinate Reference System,2142,2947,Change of geogCRS name to accord with revised Geomatics Canada practice.
409,2002-07-13 00:00:00,2002.41,Coordinate Reference System,2143,2948,Change of geogCRS name to accord with revised Geomatics Canada practice.
410,2002-07-13 00:00:00,2002.41,Coordinate Reference System,2144,2949,Change of geogCRS name to accord with revised Geomatics Canada practice.
411,2002-07-13 00:00:00,2002.41,Coordinate Reference System,2145,2950,Change of geogCRS name to accord with revised Geomatics Canada practice.
412,2002-07-13 00:00:00,2002.41,Coordinate Reference System,2146,2951,Change of geogCRS name to accord with revised Geomatics Canada practice.
413,2002-07-13 00:00:00,2002.41,Coordinate Reference System,2036,2953,Change of geogCRS name to accord with revised Geomatics Canada practice.
414,2002-07-13 00:00:00,2002.41,Coordinate Reference System,2292,2954,Change of geogCRS name to accord with revised Geomatics Canada practice.
415,2002-07-13 00:00:00,2002.41,Coordinate Reference System,2139,2944,Change of geogCRS name to accord with revised Geomatics Canada practice.
416,2002-07-13 00:00:00,2002.41,Coordinate Reference System,2153,2955,Change of geogCRS name to accord with revised Geomatics Canada practice.
417,2002-07-13 00:00:00,2002.41,Coordinate Reference System,2152,2956,Change of geogCRS name to accord with revised Geomatics Canada practice.
418,2002-07-13 00:00:00,2002.41,Coordinate Reference System,2151,2957,Change of geogCRS name to accord with revised Geomatics Canada practice.
419,2002-07-13 00:00:00,2002.41,Coordinate Reference System,2150,2958,Change of geogCRS name to accord with revised Geomatics Canada practice.
420,2002-07-13 00:00:00,2002.41,Coordinate Reference System,2149,2959,Change of geogCRS name to accord with revised Geomatics Canada practice.
421,2002-07-13 00:00:00,2002.41,Coordinate Reference System,2037,2960,Change of geogCRS name to accord with revised Geomatics Canada practice.
422,2002-07-13 00:00:00,2002.41,Coordinate Reference System,2038,2961,Change of geogCRS name to accord with revised Geomatics Canada practice.
423,2002-07-13 00:00:00,2002.41,Coordinate Reference System,2148,2962,Change of geogCRS name to accord with revised Geomatics Canada practice.
424,2002-02-12 00:00:00,2002.01,Coordinate Reference System,4234,4197,Dependent datum 6228 deprecated due to ellipsoid error.
425,2002-02-12 00:00:00,2002.01,Coordinate Reference System,23433,2312,Dependent geogCRS 4234 deprecated due to ellipsoid error.
426,2002-07-13 00:00:00,2002.41,Area,1336,2784,Expansion of area of use.
427,2002-09-13 00:00:00,2002.5,Datum,6291,6618,Correction of ellipsoid 1/f to 2 decimal places exactly.
428,2002-09-13 00:00:00,2002.5,Coordinate Reference System,4291,4618,Deprecation of geodetic datum following correction of ellipsoid 1/f to 2 decimal places exactly.
429,2002-09-13 00:00:00,2002.5,Coordinate Reference System,29100,29101,Deprecation of source geogCRS following correction of ellipsoid 1/f to 2 decimal places exactly.
430,2002-09-13 00:00:00,2002.5,Coordinate Reference System,29177,29187,Deprecation of source geogCRS following correction of ellipsoid 1/f to 2 decimal places exactly.
432,2002-09-13 00:00:00,2002.5,Coordinate Reference System,29118,29168,Deprecation of source geogCRS following correction of ellipsoid 1/f to 2 decimal places exactly.
433,2002-09-13 00:00:00,2002.5,Coordinate Reference System,29185,29195,Deprecation of source geogCRS following correction of ellipsoid 1/f to 2 decimal places exactly.
434,2002-09-13 00:00:00,2002.5,Coordinate Reference System,29184,29194,Deprecation of source geogCRS following correction of ellipsoid 1/f to 2 decimal places exactly.
435,2002-09-13 00:00:00,2002.5,Coordinate Reference System,29183,29193,Deprecation of source geogCRS following correction of ellipsoid 1/f to 2 decimal places exactly.
436,2002-09-13 00:00:00,2002.5,Coordinate Reference System,29182,29192,Deprecation of source geogCRS following correction of ellipsoid 1/f to 2 decimal places exactly.
437,2002-09-13 00:00:00,2002.5,Coordinate Reference System,29181,29191,Deprecation of source geogCRS following correction of ellipsoid 1/f to 2 decimal places exactly.
438,2002-09-13 00:00:00,2002.5,Coordinate Reference System,29180,29190,Deprecation of source geogCRS following correction of ellipsoid 1/f to 2 decimal places exactly.
439,2002-09-13 00:00:00,2002.5,Coordinate Reference System,29179,29189,Deprecation of source geogCRS following correction of ellipsoid 1/f to 2 decimal places exactly.
440,2002-09-13 00:00:00,2002.5,Coordinate Reference System,29178,29188,Deprecation of source geogCRS following correction of ellipsoid 1/f to 2 decimal places exactly.
441,2002-09-13 00:00:00,2002.5,Coordinate Reference System,29122,29172,Deprecation of source geogCRS following correction of ellipsoid 1/f to 2 decimal places exactly.
442,2002-09-13 00:00:00,2002.5,Coordinate Reference System,29121,29171,Deprecation of source geogCRS following correction of ellipsoid 1/f to 2 decimal places exactly.
443,2002-09-13 00:00:00,2002.5,Coordinate Reference System,29120,29170,Deprecation of source geogCRS following correction of ellipsoid 1/f to 2 decimal places exactly.
444,2002-09-13 00:00:00,2002.5,Coordinate Reference System,29119,29169,Deprecation of source geogCRS following correction of ellipsoid 1/f to 2 decimal places exactly.
445,2002-09-13 00:00:00,2002.5,Coordinate_Operation,1212,1864,Deprecation of source CRS following correction of ellipsoid 1/f to 2 decimal places exactly.
446,2002-09-13 00:00:00,2002.5,Coordinate_Operation,1213,1865,Deprecation of source CRS following correction of ellipsoid 1/f to 2 decimal places exactly.
447,2002-09-13 00:00:00,2002.5,Coordinate_Operation,1214,1866,Deprecation of source CRS following correction of ellipsoid 1/f to 2 decimal places exactly.
448,2002-09-13 00:00:00,2002.5,Coordinate_Operation,1215,1867,Deprecation of source CRS following correction of ellipsoid 1/f to 2 decimal places exactly.
449,2002-09-13 00:00:00,2002.5,Coordinate_Operation,1216,1868,Deprecation of source CRS following correction of ellipsoid 1/f to 2 decimal places exactly.
450,2002-09-13 00:00:00,2002.5,Coordinate_Operation,1217,1869,Deprecation of source CRS following correction of ellipsoid 1/f to 2 decimal places exactly.
451,2002-09-13 00:00:00,2002.5,Coordinate_Operation,1218,1870,Deprecation of source CRS following correction of ellipsoid 1/f to 2 decimal places exactly.
452,2002-09-13 00:00:00,2002.5,Coordinate_Operation,1219,1871,Deprecation of source CRS following correction of ellipsoid 1/f to 2 decimal places exactly.
453,2002-09-13 00:00:00,2002.5,Coordinate_Operation,1220,1872,Deprecation of source CRS following correction of ellipsoid 1/f to 2 decimal places exactly.
454,2002-09-13 00:00:00,2002.5,Coordinate_Operation,1221,1873,Deprecation of source CRS following correction of ellipsoid 1/f to 2 decimal places exactly.
455,2002-09-13 00:00:00,2002.5,Coordinate_Operation,1222,1874,Deprecation of source CRS following correction of ellipsoid 1/f to 2 decimal places exactly.
456,2002-09-13 00:00:00,2002.5,Coordinate_Operation,1223,1875,Deprecation of source CRS following correction of ellipsoid 1/f to 2 decimal places exactly.
457,2002-09-13 00:00:00,2002.5,Coordinate_Operation,1224,1876,Deprecation of source CRS following correction of ellipsoid 1/f to 2 decimal places exactly.
458,2002-09-13 00:00:00,2002.5,Coordinate_Operation,1548,1877,Deprecation of source CRS following correction of ellipsoid 1/f to 2 decimal places exactly.
459,2002-09-19 00:00:00,2002.64,Area,1704,2787,Amendments to map projection.
460,2002-09-19 00:00:00,2002.64,Area,1705,2788,Amendments to map projection.
461,2002-09-19 00:00:00,2002.64,Coordinate_Operation,18133,18134,Error in scale factor value.
462,2002-09-19 00:00:00,2002.64,Coordinate Reference System,26193,26194,Projection on which this CRS is dependent deprecated due to error in scale factor.
463,2002-09-19 00:00:00,2002.62,Coordinate_Operation,1681,1040,Transformation from which this is taken has been superseded.
464,2002-09-19 00:00:00,2002.48,Coordinate_Operation,1787,1895,Error in signs of rotations.
465,2002-09-19 00:00:00,2002.48,Coordinate_Operation,1788,1896,Error in signs of rotations.
466,2002-10-13 00:00:00,2002.77,Coordinate_Operation,15326,15372,Error in false northing parameter value.
467,2002-10-13 00:00:00,2002.77,Coordinate_Operation,15327,15373,Error in false northing parameter value.
468,2002-10-13 00:00:00,2002.77,Coordinate Reference System,2245,2966,Dependent projection deprecated.
469,2002-10-13 00:00:00,2002.77,Coordinate Reference System,2244,2965,Dependent projection deprecated.
470,2002-10-13 00:00:00,2002.77,Coordinate Reference System,2889,2967,Dependent projection deprecated.
471,2002-10-13 00:00:00,2002.77,Coordinate Reference System,2890,2968,Dependent projection deprecated.
472,2002-11-18 00:00:00,2002.73,Coordinate_Operation,1834,1897,Incorrect source CRS - linked to a deprecated record instead of its replacement.
473,2002-11-18 00:00:00,2002.73,Coordinate_Operation,1835,1898,Incorrect source CRS - linked to a deprecated record instead of its replacement.
474,2002-11-18 00:00:00,2002.73,Coordinate_Operation,1836,1899,Incorrect source CRS - linked to a deprecated record instead of its replacement.
475,2002-11-18 00:00:00,2002.83,Coordinate_Operation,1308,1900,Incorrect source CRS.
476,2002-11-18 00:00:00,2002.83,Coordinate_Operation,1515,1901,Incorrect source CRS.
477,2002-12-07 00:00:00,2002.89,Coordinate Reference System,4327,4329,Change of CRS name
478,2002-11-29 00:00:00,2002.87,Datum,6235,6623,Incorrect name
479,2002-11-29 00:00:00,2002.87,Coordinate Reference System,4235,4623,Incorrect name.
480,2002-12-21 00:00:00,2002.75,Coordinate_Operation Method,9625,9645,Change to formula to accommodate scaling parameters.
481,2002-12-21 00:00:00,2002.75,Coordinate_Operation Method,9626,9646,Change to formula to accommodate scaling parameters.
482,2002-12-21 00:00:00,2002.75,Coordinate_Operation Method,9627,9647,Change to formula to accommodate scaling parameters.
483,2002-12-21 00:00:00,2002.75,Coordinate_Operation Method,9628,9649,Change to formula to accommodate scaling parameter and other conditions for reversibility (see GN7 version 19).
484,2002-12-21 00:00:00,2002.75,Coordinate_Operation Method,9629,9650,Change to formula to accommodate scaling parameter and other conditions for reversibility (see GN7 version 19).
485,2002-12-21 00:00:00,2002.75,Coordinate_Operation Method,9630,9651,Change to formula to accommodate scaling parameter and other conditions for reversibility (see GN7 version 19).
486,2002-12-21 00:00:00,2002.75,Coordinate_Operation Method,9631,9652,Change to formula to accommodate scaling parameters.
487,2002-12-21 00:00:00,2002.75,Coordinate_Operation Method,9632,9653,Change to formula to accommodate scaling parameters.
488,2002-12-21 00:00:00,2002.75,Coordinate_Operation,1025,1043,Coordinate operation (transformation) method deprecated and replaced.
489,2002-12-21 00:00:00,2002.75,Coordinate_Operation,1029,1044,Coordinate operation (transformation) method deprecated and replaced.
490,2002-12-21 00:00:00,2002.75,Coordinate_Operation,1030,1045,Coordinate operation (transformation) method deprecated and replaced.
491,2002-12-21 00:00:00,2002.75,Coordinate_Operation,1031,1046,Coordinate operation (transformation) method deprecated and replaced.
492,2002-12-21 00:00:00,2002.75,Coordinate_Operation,1032,1047,Coordinate operation (transformation) method deprecated and replaced.
493,2002-12-21 00:00:00,2002.75,Coordinate_Operation,1033,1048,Coordinate operation (transformation) method deprecated and replaced.
494,2002-12-21 00:00:00,2002.75,Coordinate_Operation,1034,1049,Coordinate operation (transformation) method deprecated and replaced.
495,2002-12-21 00:00:00,2002.75,Coordinate_Operation,1037,1050,Coordinate operation (transformation) method deprecated and replaced.
496,2002-12-21 00:00:00,2002.75,Coordinate_Operation,1038,1051,Coordinate operation (transformation) method deprecated and replaced.
497,2003-01-16 00:00:00,2003.02,Coordinate Reference System,21100,3001,Associated with incorrect datum resulting in map projection longitude being incompatible with prime meridian.
498,2003-01-16 00:00:00,2003.02,Coordinate Reference System,25700,3002,Associated with incorrect datum resulting in map projection longitude being incompatible with prime meridian.
499,2003-01-16 00:00:00,2003.02,Coordinate Reference System,2934,3000,Associated with incorrect datum resulting in map projection longitude being incompatible with prime meridian.
500,2003-01-16 00:00:00,2003.02,Coordinate Reference System,26591,3003,Associated with incorrect datum resulting in map projection longitude being incompatible with prime meridian.
502,2003-01-16 00:00:00,2003.02,Coordinate Reference System,26592,3004,Associated with incorrect datum resulting in map projection longitude being incompatible with prime meridian.
503,2003-01-16 00:00:00,2002.81,Coordinate Reference System,29635,20135,Unable to verify existance of this system.
504,2003-01-16 00:00:00,2002.81,Coordinate Reference System,29636,20136,Unable to verify existance of this system.
505,2003-01-16 00:00:00,2002.81,Coordinate Reference System,4296,4201,Unable to verify existance of this system.
506,2003-01-16 00:00:00,2002.81,Datum,6296,6201,Unable to verify existance of this system.
507,2003-01-21 00:00:00,2002.72,Coordinate_Operation,1791,1944,Incorrect target CRS.
508,2003-01-21 00:00:00,2002.72,Coordinate_Operation,1793,1945,Incorrect target CRS
509,2003-02-25 00:00:00,2003.08,Coordinate_Operation,1606,1947,Incorrect parameter file name.
510,2003-02-25 00:00:00,2003.08,Coordinate_Operation,1607,1948,Incorrect parameter file name.
511,2003-02-25 00:00:00,2003.08,Coordinate_Operation,1608,1949,Incorrect parameter file name.
512,2003-06-27 00:00:00,2002.48,Coordinate Reference System,2400,3021,Change of name to include Swedish rather than English abbreviation.
513,2003-06-27 00:00:00,2002.481,Coordinate Reference System,30800,3027,Change of name to include Swedish rather than English abbreviation.
514,2003-06-27 00:00:00,2002.62,Coordinate_Operation,1229,1956,"Wrong source CRS and therefore transform name. Caused by confusion between the Geodetic Datum of 1965 and TM65, the Mapping Adjustment of 1965."
515,2003-06-27 00:00:00,2002.62,Coordinate_Operation,1640,1953,"Wrong source CRS and therefore transform name. Caused by confusion between the Geodetic Datum of 1965 and TM65, the Mapping Adjustment of 1965."
516,2003-06-27 00:00:00,2002.621,Coordinate_Operation,5401,5406,Error in direction of transformation.
518,2003-08-14 00:00:00,2003.23,Coordinate_Operation,1889,1965,Error in spelling of transformation name.
519,2003-08-14 00:00:00,2003.24,Coordinate Reference System,4634,4662,Incorrect spelling of name.
520,2003-08-14 00:00:00,2003.24,Coordinate Reference System,2982,3060,Incorrect spelling of name.
521,2003-08-14 00:00:00,2003.24,Coordinate_Operation,1918,1962,Error in spelling of transformation name.
522,2003-08-14 00:00:00,2003.24,Coordinate_Operation,1929,1963,Error in spelling of transformation name.
523,2003-08-14 00:00:00,2003.25,Coordinate_Operation,1933,1964,Incorrect spelling of transformation name.
524,2003-08-14 00:00:00,2003.23,Coordinate_Operation,1945,1987,Approximation replaced by tfm derived from observed data.
525,2003-08-14 00:00:00,2003.23,Coordinate_Operation,1944,1988,Approximation replaced by tfm derived from observed data.
526,2003-11-28 00:00:00,2003.34,Coordinate_Operation,1789,1995,Incorrect spelling of transformation name
527,2003-12-23 00:00:00,2003.23,Coordinate_Operation,1792,1992,Error in dZ parameter value.
528,2003-12-23 00:00:00,2003.23,Coordinate_Operation,1790,1997,Error in rX parameter value.
529,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4340,4930,Name changed to omit CRS kind and thereby reflect that in common usage.
530,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4344,4932,Name changed to omit CRS kind and thereby reflect that in common usage.
531,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4342,4934,Name changed to omit CRS kind and thereby reflect that in common usage.
532,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4346,4936,Name changed to omit CRS kind and thereby reflect that in common usage.
533,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4348,4938,Name changed to omit CRS kind and thereby reflect that in common usage.
534,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4350,4940,Name changed to omit CRS kind and thereby reflect that in common usage.
535,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4352,4942,Name changed to omit CRS kind and thereby reflect that in common usage.
536,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4387,4944,Name changed to omit CRS kind and thereby reflect that in common usage.
537,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4385,4919,Name changed to omit CRS kind and thereby reflect that in common usage.
538,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4330,4910,Name changed to omit CRS kind and thereby reflect that in common usage.
539,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4331,4911,Name changed to omit CRS kind and thereby reflect that in common usage.
540,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4332,4912,Name changed to omit CRS kind and thereby reflect that in common usage.
541,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4333,4913,Name changed to omit CRS kind and thereby reflect that in common usage.
542,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4334,4914,Name changed to omit CRS kind and thereby reflect that in common usage.
543,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4335,4915,Name changed to omit CRS kind and thereby reflect that in common usage.
544,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4336,4916,Name changed to omit CRS kind and thereby reflect that in common usage.
545,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4337,4917,Name changed to omit CRS kind and thereby reflect that in common usage.
546,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4338,4918,Name changed to omit CRS kind and thereby reflect that in common usage.
547,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4354,4946,Name changed to omit CRS kind and thereby reflect that in common usage.
548,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4389,4948,Name changed to omit CRS kind and thereby reflect that in common usage.
549,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4356,4950,Name changed to omit CRS kind and thereby reflect that in common usage.
550,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4358,4952,Name changed to omit CRS kind and thereby reflect that in common usage.
551,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4360,4954,Name changed to omit CRS kind and thereby reflect that in common usage.
552,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4362,4956,Name changed to omit CRS kind and thereby reflect that in common usage.
553,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4364,4958,Name changed to omit CRS kind and thereby reflect that in common usage.
554,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4366,4960,Name changed to omit CRS kind and thereby reflect that in common usage.
555,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4368,4962,Name changed to omit CRS kind and thereby reflect that in common usage.
556,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4370,4964,Name changed to omit CRS kind and thereby reflect that in common usage.
557,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4372,4966,Name changed to omit CRS kind and thereby reflect that in common usage.
558,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4382,4968,Name changed to omit CRS kind and thereby reflect that in common usage.
559,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4374,4970,Name changed to omit CRS kind and thereby reflect that in common usage.
560,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4384,4972,Name changed to omit CRS kind and thereby reflect that in common usage.
561,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4376,4974,Name changed to omit CRS kind and thereby reflect that in common usage.
562,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4378,4976,Name changed to omit CRS kind and thereby reflect that in common usage.
563,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4328,4978,Name changed to omit CRS kind and thereby reflect that in common usage.
564,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4380,4980,Name changed to omit CRS kind and thereby reflect that in common usage.
567,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4388,4949,Name changed to omit CRS kind and thereby reflect that in common usage.
568,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4386,4945,Name changed to omit CRS kind and thereby reflect that in common usage.
569,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4383,4973,Name changed to omit CRS kind and thereby reflect that in common usage.
570,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4381,4969,Name changed to omit CRS kind and thereby reflect that in common usage.
571,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4379,4981,Name changed to omit CRS kind and thereby reflect that in common usage.
572,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4377,4977,Name changed to omit CRS kind and thereby reflect that in common usage.
573,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4375,4975,Name changed to omit CRS kind and thereby reflect that in common usage.
574,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4373,4971,Name changed to omit CRS kind and thereby reflect that in common usage.
575,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4371,4967,Name changed to omit CRS kind and thereby reflect that in common usage.
576,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4369,4965,Name changed to omit CRS kind and thereby reflect that in common usage.
577,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4367,4963,Name changed to omit CRS kind and thereby reflect that in common usage.
578,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4365,4961,Name changed to omit CRS kind and thereby reflect that in common usage.
579,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4363,4959,Name changed to omit CRS kind and thereby reflect that in common usage.
580,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4361,4957,Name changed to omit CRS kind and thereby reflect that in common usage.
581,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4359,4955,Name changed to omit CRS kind and thereby reflect that in common usage.
582,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4357,4953,Name changed to omit CRS kind and thereby reflect that in common usage.
583,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4355,4951,Name changed to omit CRS kind and reference to ETRS89 and thereby reflect that in common usage.
584,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4353,4947,Name changed to omit CRS kind and thereby reflect that in common usage.
585,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4351,4943,Name changed to omit CRS kind and thereby reflect that in common usage.
586,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4349,4941,Name changed to omit CRS kind and thereby reflect that in common usage.
587,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4347,4939,Name changed to omit CRS kind and thereby reflect that in common usage.
588,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4345,4937,Name changed to omit CRS kind and thereby reflect that in common usage.
589,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4343,4933,Name changed to omit CRS kind and thereby reflect that in common usage.
590,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4341,4935,Name changed to omit CRS kind and thereby reflect that in common usage.
591,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4339,4931,Name changed to omit CRS kind and thereby reflect that in common usage.
592,2004-01-05 00:00:00,2003.38,Coordinate Reference System,4329,4979,Name changed to omit CRS kind and thereby reflect that in common usage.
593,2004-01-06 00:00:00,2003.38,Coordinate Reference System,4126,4669,Name changed to omit reference to ETRS89.
594,2004-01-07 00:00:00,2003.39,Coordinate Reference System,69046405,,EPSG no longer supports this system.
595,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61206405,,EPSG no longer supports this system.
596,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61216405,,EPSG no longer supports this system.
597,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61226405,,EPSG no longer supports this system.
598,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61236405,,EPSG no longer supports this system.
599,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61246405,,EPSG no longer supports this system.
600,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61266405,,EPSG no longer supports this system.
601,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61266413,,EPSG no longer supports this system.
602,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61276405,,EPSG no longer supports this system.
603,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61286405,,EPSG no longer supports this system.
604,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61296405,,EPSG no longer supports this system.
605,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61306405,,EPSG no longer supports this system.
606,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61306413,,EPSG no longer supports this system.
607,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61316405,,EPSG no longer supports this system.
608,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61326405,,EPSG no longer supports this system.
609,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61336405,,EPSG no longer supports this system.
610,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61346405,,EPSG no longer supports this system.
611,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61356405,,EPSG no longer supports this system.
612,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61366405,,EPSG no longer supports this system.
613,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61376405,,EPSG no longer supports this system.
614,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61386405,,EPSG no longer supports this system.
615,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61396405,,EPSG no longer supports this system.
616,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61406405,,EPSG no longer supports this system.
617,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61406413,,EPSG no longer supports this system.
618,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61416405,,EPSG no longer supports this system.
620,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61426405,,EPSG no longer supports this system.
621,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61436405,,EPSG no longer supports this system.
622,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61446405,,EPSG no longer supports this system.
623,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61456405,,EPSG no longer supports this system.
624,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61466405,,EPSG no longer supports this system.
625,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61476405,,EPSG no longer supports this system.
626,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61486405,,EPSG no longer supports this system.
627,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61486413,,EPSG no longer supports this system.
628,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61496405,,EPSG no longer supports this system.
629,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61506405,,EPSG no longer supports this system.
630,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61516405,,EPSG no longer supports this system.
631,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61516413,,EPSG no longer supports this system.
632,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61526405,,EPSG no longer supports this system.
633,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61526413,,EPSG no longer supports this system.
634,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61536405,,EPSG no longer supports this system.
635,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61546405,,EPSG no longer supports this system.
636,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61556405,,EPSG no longer supports this system.
637,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61566405,,EPSG no longer supports this system.
638,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61576405,,EPSG no longer supports this system.
639,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61586405,,EPSG no longer supports this system.
640,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61596405,,EPSG no longer supports this system.
641,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61606405,,EPSG no longer supports this system.
642,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61616405,,EPSG no longer supports this system.
643,2004-01-07 00:00:00,2003.39,Coordinate Reference System,61626405,,EPSG no longer supports this system.
