area_code,area_name,area_of_use,area_south_bound_lat,area_north_bound_lat,area_west_bound_lon,area_east_bound_lon,area_polygon_file_ref,iso_a2_code,iso_a3_code,iso_n_code,remarks,information_source,data_source,revision_date,change_id,deprecated
1602,Colombia - offshore west of 78°W,Colombia - offshore west of 78°W of Greenwich.,,,,,,,,,,OGP,OGP,2008/06/23,2008.045,1
1603,Colombia - offshore Caribbean west of 72°W,Colombia - offshore Caribbean west of 72°W of Greenwich.,7.91,13.67,-77.37,-72,,,,,,OGP,OGP,2011/05/09,2008.045 2009.106 2011.037,0
1604,Angola - Angola proper - offshore,Angola - Angola proper - offshore.,-17.17,-6.03,10,13.86,,,,,,OGP,OGP,1998/11/11,,0
1605,Angola - offshore block 15,Angola - offshore block 15.,-6.58,-6.03,10.83,11.67,,,,,,OGP,OGP,2007/07/19,2007.066,0
1606,Angola - Angola proper - offshore - west of 12°E,Angola - Angola proper - offshore - west of 12°E.,-17.17,-6.03,10,12,,,,,,OGP,OGP,2008/06/23,2008.045,0
1607,Angola - 12°E to 18°E,Angola - between 12°E and 18°E.,-17.47,-4.39,12,18,,,,,,OGP,OGP,2008/06/23,2008.045,0
1608,Argentina - west of 70.5°W,Argentina - west of 70°30'W.,-52,-36.16,-73.58,-70.5,,,,,,OGP,OGP,2011/05/09,2008.045 2011.037,0
1609,Argentina - 70.5°W to 67.5°W onshore,"Argentina - between 70°30'W and 67°30'W, onshore.",-54.9,-24.09,-70.5,-67.5,,,,,,OGP,OGP,2011/05/09,2008.045 2011.037,0
1610,Argentina - 67.5°W to 64.5°W onshore,"Argentina - between 67°30'W and 64°30'W, onshore.",-55.1,-21.78,-67.5,-64.5,,,,,,OGP,OGP,2011/05/09,2008.045 2011.037,0
1611,Argentina - 64.5°W to 61.5°W onshore,"Argentina - between 64°30'W and 61°30'W, onshore.",-54.9,-22,-64.5,-61.5,,,,,,OGP,OGP,2011/05/09,2008.045 2011.037,0
1612,Argentina - 61.5°W to 58.5°W onshore,Argentina - between 61°30'W and 58°30'W onshore.,-39.06,-23.38,-61.5,-58.5,,,,,,OGP,OGP,2011/05/09,2008.045 2011.037,0
1613,Argentina - 58.5°W to 55.5°W onshore,"Argentina - between 58°30'W and 55°30'W, onshore.",-38.59,-24.84,-58.5,-55.5,,,,,,OGP,OGP,2011/05/09,2008.045 2011.037,0
1614,Argentina - east of 55.5°W onshore,"Argentina - east of 55°30'W, onshore.",-28.1,-25.5,-55.5,-53.65,,,,,,OGP,OGP,2011/05/09,2008.045 2011.037,0
1615,Botswana - west of 24°E,Botswana - west of 24°E.,-26.88,-22,20,24,,,,,,OGP,OGP,2011/01/25,2008.045 2011.004,0
1616,Botswana - 21°E to 27°E,Botswana - between 21°E and 27°E.,-26.88,-17.78,21,27,,,,,,OGP,OGP,2008/06/23,2008.045 2011.004,1
1617,Botswana - east of 24°E,Botswana - east of 24°E.,-23.7,-19.9,24,29.37,,,,,,OGP,OGP,2011/01/25,2008.045 2011.004,0
1618,Tunisia - onshore,Tunisia - onshore.,30.25,37.35,7.5,11.63,,,,,,OGP,OGP,1999/11/15,,0
1619,Tunisia - north of 34°39'N,Tunisia - north of 38.5 grads North (34°39'N).,34.65,37.35,8.25,11.27,,,,,,OGP,OGP,2008/06/23,2008.045,0
1620,Tunisia - south of 34°39'N,Tunisia - south of 38.5 grads North (34°39'N) .,30.25,34.65,7.5,11.63,,,,,,OGP,OGP,2008/06/23,2008.045,0
1621,Brazil - Corrego Alegre - west of 42°W,Brazil - NE coastal area between 45°W and 42°W.,-3.9,-1.5,-45,-42,,,,,,OGP,OGP,2008/06/23,2005.841 2008.045,1
1622,Brazil - Corrego Alegre - east of 42°W,Brazil - NE coastal area between 42°W and 40°W.,-4,-2.7,-42,-40,,,,,,OGP,OGP,2008/06/23,2008.045,1
1623,Asia - Middle East - Lebanon and Syria onshore,Lebanon - onshore. Syrian Arab Republic - onshore.,32.31,37.29,35.1,42.38,,,,,,OGP,OGP,2011/01/25,2011.004,0
1624,Germany - West Germany - west of 7.5°E,"Germany - former West Germany onshore west of 7°30'E - states of Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland.",49.1,53.75,5.87,7.5,,,,,,OGP,OGP,2011/02/25,2008.045 2011.012,0
1625,Germany - West-Germany - 7.5°E to 10.5°E,"Germany - former West Germany onshore between 7°30'E and 10°30'E - states of Baden-Wurtemberg, Bayern, Bremen, Hamberg, Hessen, Niedersachsen, Nordrhein-Westfalen, Rhineland-Pfalz, Schleswig-Holstein.",47.27,55.06,7.5,10.5,,,,,,OGP,OGP,2011/02/25,2006.410 2008.045 2011.012,0
1626,Germany - West Germany - 10.5°E to 13.5°E,"Germany - former West Germany onshore between 10°30'E and 13°30'E - states of Bayern, Berlin, Niedersachsen, Schleswig-Holstein.",47.27,55.06,10.5,13.5,,,,,,OGP,OGP,2011/02/25,2006.410 2008.045 2011.012,0
1627,Germany - West Germany - east of 13.5°E,Germany - former West Germany onshore east of 13°30'E - state of Bayern.,47.27,55.06,13.5,16.5,,,,,,OGP,OGP,2011/02/25,2006.410 2008.045 2011.012,0
1628,Germany - west of 4.5°E,Germany - onshore - west of 4°30'E.,,,,,,,,,Not valid - do not use !,OGP,OGP,2008/06/23,2008.045,1
1629,UK - offshore - North Sea,United Kingdom (UK) - offshore - North Sea.,49.5,63.83,-4,3.4,,,,,,OGP,OGP,2008/09/24,2008.070,0
1630,Netherlands - offshore,Netherlands - offshore North Sea.,51.5,55.8,2.5,6.4,,,,,,OGP,OGP,1998/11/11,,0
1631,Europe - 18°W to 12°W and ED50 by country,Europe - between 18°W and 12°W - Ireland offshore.,27.6,60,-18,-12,,,,,,OGP,OGP,2011/06/30,2005.140 2008.045 2009.033 2011.055,0
1632,Europe - 12°W to 6°W and ED50 by country,"Europe - between 12°W and 6°W - Faroe Islands - onshore; Spain; Ireland offshore; United Kingdom (UKCS) offshore.",36.15,60,-12,-6,,,,,,OGP,OGP,2008/06/23,2005.140 2005.471 2008.045,0
1633,Europe - 6°W to 0°W and ED50 by country,"Europe - between 6°W and 0°W - France offshore; Gibraltar; Ireland offshore; Spain; United Kingdom - UKCS offshore - North Sea west of 0°E).",35.95,63.95,-6,0,,,,,,OGP,OGP,2008/06/23,2005.140 2005.460 2008.045,0
1634,Europe - 0°E to 6°E and ED50 by country,"Europe - between 0°E and 6°E - Denmark (North Sea); Germany offshore; Netherlands offshore; Norway; Spain (Balearic Islands); United Kingdom (UKCS) offshore.",38.6,67,0,6,,,,,,OGP,OGP,2008/06/23,2005.140 2008.045,0
1635,Europe - 6°E to 12°E and ED50 by country,"Europe - between 6°E and 12°E - Denmark; Germany offshore; Italy; Netherlands offshore; Norway; Svalbard.",38.85,79.85,6,12,,,,,,OGP,OGP,2008/06/23,2003.141 2005.140 2008.045,0
1636,Europe - 12°E to 18°E and ED50 by country,"Europe - between 12°E and 18°E - Denmark (Bornholm); Italy including San Marino and Vatican City State; Norway; Svalbard.",35.5,80.05,12,18,,,,,,OGP,OGP,2008/06/23,2003.141 2005.140 2005.890 2008.045,0
1637,Europe - 18°E to 24°E and ED50 by country,"Europe - between 18°E and 24°E - Greece - offshore; Norway; Svalbard.",34.75,80.05,18,24,,,,,,OGP,OGP,2008/06/23,2003.141 2005.140 2008.045,0
1638,Europe - 24°E to 30°E and ED50 by country,"Europe - between 24°E and 30°E - Greece - offshore; Norway; Svalbard; Turkey. Egypt - Western Desert.",34.75,80.05,24,30,,,,,,OGP,OGP,2008/06/23,2003.141 2005.140 2008.045,0
1639,Europe - 30°E to 36°E and ED50 by country,"Europe - between 30°E and 36°E - Israel - offshore, Turkey.",31,43.3,30,36,,,,,,OGP,OGP,2008/07/05,2005.140 2008.045 2008.054,0
1640,Europe - 36°E to 42°E and ED50 by country,Europe - between 36°E and 42°E - Turkey.,35.83,43.3,36,42,,,,,,OGP,OGP,2008/06/23,2005.140 2008.045,0
1641,Europe - 42°E to 48°E and ED50 by country,Europe - between 42°E and 48°E - Turkey.,37,41.65,42,48,,,,,,OGP,OGP,2008/06/23,2005.140 2008.045,0
1642,Egypt - Sinai peninsula,Egypt - Sinai peninsula.,27.7,31.31,32.5,36.9,,,,,,OGP,OGP,1999/04/22,,0
1643,Egypt - east of 29°E,Egypt - east of 29°E.,21.99,33.75,29,36.9,,,,,,OGP,OGP,2008/06/23,2008.045,0
1644,"Egypt - west of 29°E; north of 28°11'N","Egypt - west of 29°E; north of approximately 28°11'N.",28.18,33.58,24.71,29,,,,,,OGP,OGP,2008/06/23,2008.045,0
1645,"Egypt - west of 29°E; south of 28°11'N","Egypt - west of 29°E; south of approximately 28°11'N.",21.99,28.18,25,29,,,,,,OGP,OGP,2008/06/23,2008.045,0
1646,"Europe - Estonia; Latvia; Lithuania","Estonia, Latvia and Lithuania - onshore and offshore.",53.92,59.67,20.9,28.3,,,,,,OGP,OGP,2011/06/30,2011.055,0
1647,Indonesia - west of 96°E,Indonesia - west of 96°E - onshore and offshore.,2.4,6,91.66,96,,,,,,OGP,OGP,2011/01/25,2007.053 2008.045 2011.006,0
1648,"Indonesia - west of 96°E, S hemisphere",Indonesia - south of equator and west of 96°E.,,,,,,,,,,OGP,OGP,2008/06/23,2008.045,1
1649,"Indonesia - 96°E to 102°E, N hemisphere",Indonesia - north of equator and between 96°E and 102°E - onshore and offshore.,0,5.5,96,102,,,,,,OGP,OGP,2011/01/25,2007.053 2008.045 2011.006,0
1650,"Indonesia - 96°E to 102°E, S hemisphere",Indonesia - south of equator and between 96°E and 102°E  - onshore and offshore.,-4,0,96,102,,,,,,OGP,OGP,2011/01/25,2008.045 2011.006,0
1651,"Indonesia - 102°E to 108°E, N hemisphere",Indonesia - north of equator and between 102°E and 108°E - onshore and offshore.,0,4.7,102,108,,,,,,OGP,OGP,2011/01/25,2007.053 2008.045 2011.006,0
1652,"Indonesia - 102°E to 108°E, S hemisphere",Indonesia - south of equator and between 102°E and 108°E - onshore and offshore.,-7.9,0,102,108,,,,,,OGP,OGP,2011/01/25,2008.045 2011.006,0
1653,"Indonesia - 108°E to 114°E, N hemisphere",Indonesia - north of equator and between 108°E and 114°E - onshore and offshore.,0,4.7,108,114,,,,,,OGP,OGP,2011/01/25,2007.053 2008.045 2011.006,0
1654,"Indonesia - 108°E to 114°E, S hemisphere",Indonesia - south of equator and between 108°E and 114°E - onshore and offshore.,-8.8,0,108,114,,,,,,OGP,OGP,2011/01/25,2008.045 2011.006,0
1655,"Indonesia - 114°E to 120°E, N hemisphere",Indonesia - north of equator and between 114°E and 120°E - onshore and offshore.,0,4.5,114,120,,,,,,OGP,OGP,2011/01/25,2008.045 2011.006,0
1656,"Indonesia - 114°E to 120°E, S hemisphere",Indonesia - south of equator and between 114°E and 120°E - onshore and offshore.,-10.33,0,114,120,,,,,,OGP,OGP,2011/01/25,2008.045 2011.006,0
1657,"Indonesia - 120°E to 126°E, N hemisphere",Indonesia - north of equator and between 120°E and 126°E - onshore and offshore.,0,3.83,120,126,,,,,,OGP,OGP,2011/01/25,2007.053 2008.045 2011.006,0
1658,"Indonesia - 120°E to 126°E, S hemisphere",Indonesia - south of equator and between 120°E and 126°E - onshore and offshore.,-11.1,0,120,126,,,,,,OGP,OGP,2011/01/25,2008.045 2011.006,0
1659,"Indonesia - 126°E to 132°E, N hemisphere",Indonesia - north of equator and between 126°E and 132°E - onshore and offshore.,0,4.7,126,132,,,,,,OGP,OGP,2011/01/25,2007.053 2008.045 2011.006,0
1660,"Indonesia - 126°E to 132°E, S hemisphere",Indonesia - south of equator and between 126°E and 132°E - onshore and offshore.,-8.8,0,126,132,,,,,,OGP,OGP,2011/01/25,2007.053 2008.045 2011.006,0
1661,"Indonesia - 132°E to 138°E, N hemisphere",Indonesia - north of equator and east of 132°E.,,,,,,,,,,OGP,OGP,2008/06/23,2008.045,1
1662,"Indonesia - 132°E to 138°E, S hemisphere",Indonesia - south of equator and between 132°E and 138°E - onshore and offshore.,-8.7,0,132,138,,,,,,OGP,OGP,2011/01/25,2008.045 2011.006,0
1663,Indonesia - east of 138°E,Indonesia - east of 138°E - onshore and offshore.,-9.42,0,138,141,,,,,,OGP,OGP,2011/01/25,2007.053 2008.045 2011.006,0
1664,Myanmar (Burma) - west of 96°E,Myanmar (Burma) - west of 96°E.,15.6,27.1,92,96,,,,,,OGP,OGP,2008/06/23,2008.045,0
1665,Asia - Myanmar and Thailand - 96°E to 102°E,"Myanmar (Burma) - onshore east of 96°E; Thailand - onshore west of 102°E.",5.63,28.55,96,102,,,,,,OGP,OGP,2011/01/25,2008.045 2011.004,0
1666,Thailand - east of 102°E,Thailand - east of 102°E including offshore Gulf of Thailand.,5.63,20.47,102,105.7,,,,,,OGP,OGP,2011/01/25,2008.045 2011.004,0
1667,Thailand - west of 102°E,Thailand - west of 102°E including offshore Gulf of Thailand.,5.63,20.47,98.17,102,,,,,,OGP,OGP,2011/01/25,2008.045 2011.004,0
1668,Pakistan - north of 35°35'N,Pakistan - north of 35°35'N.,35.58,37.08,71.1,77.87,,,,,,OGP,OGP,2008/07/05,2008.045 2008.054,0
1669,"Asia - India; Pakistan - 28°N to 35°35'N","India - north of 28°N; Pakistan - between 28°N and 35°35'N.",28,35.58,60.87,97.38,,,,,,OGP,OGP,2008/07/05,2008.045 2008.054,0
1670,"Asia - India; Pakistan - zone IIa","India - between 21°N and 28°N and west of 82°E; Pakistan - south of 28°N.",21,28,60.87,82,,,,,,OGP,OGP,2008/06/23,2008.045,0
1671,"Asia - Bangladesh; India; Myanmar; Pakistan - zone Ilb","Bangladesh; India - north of 22°N and east of 82°E; Myanmar (Burma) - north of 22°N.",21,28,82,102,,,,,,OGP,OGP,2008/06/23,2004.290 2008.045,0
1672,India - 15°N to 21°N,India - between 15 and 21°N.,15,21,70.1,87,,,,,,OGP,OGP,2008/06/23,2008.045,0
1673,India - south of 15°N,India - south of 15°N.,8,15,73.9,80.4,,,,,,OGP,OGP,2008/06/23,2008.045,0
1674,Bangladesh - west of 90°E,Bangladesh - west of 90°E.,21.6,26.63,88.04,90,,,,,,OGP,OGP,2008/06/23,2008.045,0
1675,Bangladesh - east of 90°E,Bangladesh - east of 90°E.,20.74,25.3,90,92.67,,,,,,OGP,OGP,2008/06/23,2008.045,0
1676,India - north of 28°N,India - north of 28°N.,28,35.55,70.33,97.45,,,,,,OGP,OGP,2008/06/23,2008.045,0
1677,India - 21°N to 28°N and west of 82°E,India - between 21°N and 28°N and west of 82°E.,21,28,68.1,82,,,,,,OGP,OGP,2008/06/23,2008.045,0
1678,India - north of 21°N and east of 82°E,India - north of 21°N and east of 82°E.,21,29.33,82,97.45,,,,,,OGP,OGP,2008/06/23,2008.045,0
1679,India - west of 72°E,India - west of 72°E.,20.6,28.33,68.1,72,,,,,,OGP,OGP,2008/06/23,2008.045,0
1680,India - 72°E to 78°E,India - between 72°E and 78°E.,8,35.55,72,78,,,,,,OGP,OGP,2008/06/23,2008.045,0
1681,India - 78°E to 84°E,India - between 78°E and 84°E.,8.33,35.55,78,84,,,,,,OGP,OGP,2008/06/23,2008.045,0
1682,India - 84°E to 90°E,India - between 84°E and 90°E.,18.15,28.15,84,90,,,,,,OGP,OGP,2008/06/23,2008.045,0
1683,India - 90°E to 96°E,India - between 90°E and 96°E.,10.45,35.55,90,96,,,,,,OGP,OGP,2008/06/23,2008.045,0
1684,India - east of 96°E,India - east of 96°E.,27,35.55,96,97.45,,,,,,OGP,OGP,2008/06/23,2008.045,0
1685,Pakistan - north of 28°N,Pakistan - north of 28°N.,28,37.08,60.91,77.87,,,,,,OGP,OGP,2008/06/23,2008.045,0
1686,Pakistan - south of 28°N,Pakistan - south of 28°N.,23.6,28,61.5,71.8,,,,,,OGP,OGP,2008/06/23,2007.047 2008.045,0
1687,Pakistan - west of 66°E,Pakistan - west of 66°E.,25,29.83,60.91,66,,,,,,OGP,OGP,2008/06/23,2008.045,0
1688,Pakistan - 66°E to 72°E,Pakistan - between 66°E and 72°E.,23.6,36.6,66,72,,,,,,OGP,OGP,2008/06/23,2008.045,0
1689,Pakistan - east of 72°E,Pakistan - east of 72°E.,28.2,37.08,72,77.87,,,,,,OGP,OGP,2008/06/23,2008.045,0
1690,Malaysia - West Malaysia,Malaysia - West Malaysia.,1.2,6.75,99.67,105.75,,,,,,OGP,OGP,1999/10/20,,0
1691,Malaysia - West Malaysia - west of 102°E,Malaysia - West Malaysia west of 102°E.,2.4,6.75,99.67,102,,,,,,OGP,OGP,2008/06/23,2008.045,0
1692,Malaysia - West Malaysia - east of 102°E,Malaysia - West Malaysia east of 102°E.,1.2,6.25,102,105.75,,,,,,OGP,OGP,2008/06/23,2008.045,0
1693,Venezuela - west of 72°W,Venezuela - west of 72°W.,7.02,11.61,-73.38,-72,,,,,,OGP,OGP,2011/05/09,2008.045 2011.037,0
1694,Venezuela - 72°W and 66°W onshore,"Venezuela - between 72°W and 66°W, onshore.",0.73,12.25,-72,-66,,,,,,OGP,OGP,2011/05/09,2008.045 2009.002 2011.037,0
1695,Venezuela - east of 66°W onshore,Venezuela - onshore east of 66°W.,0.65,11.23,-66,-59.8,,,,,,OGP,OGP,2011/05/09,2008.045 2011.037,0
1696,Gabon - north of equator,Gabon - north of equator.,0,2.33,9.33,14.51,,,,,,OGP,OGP,2008/07/05,2008.054,0
1697,Gabon - south of equator,Gabon - south of equator.,-4,0,8.7,14.55,,,,,,OGP,OGP,1995/06/02,,0
1698,Philippines - zone I,Philippines - west of 118°E.,7.7,9.3,116.9,118,,,,,,OGP,OGP,2008/06/23,2008.045,0
1699,Philippines - zone II,"Philippines - Palawan; Calamian Islands.",6.9,12.33,118,120,,,,,,OGP,OGP,2000/03/07,,0
1700,Philippines - zone III,"Philippines - Luzon (except southeast part;); Mindoro.",5.4,20.75,119.75,122,,,,,,OGP,OGP,2000/03/07,,0
1701,Philippines - zone IV,"Philippines - southeast Luzon; Tablas; Masbate; Panay; Cebu; Negros; west Mindanao.",6.33,14.5,122,124.45,,,,,,OGP,OGP,2000/03/07,,0
1702,Philippines - zone V,"Philippines - east Mindanao; Bohol; Samar.",5.3,12.75,123.8,126.7,,,,,,OGP,OGP,2000/03/07,,0
1703,Morocco - north of 31.5°N,Morocco north of 35 grads North (31°30'N).,31.5,35.95,-9.75,-1.01,,,,,,OGP,OGP,2008/06/23,2008.045,0
1704,Morocco - 27.9°N to 31.5°N,Morocco between 31 grads and 35 grads North (27°54'N and 31°30'N).,27.9,31.5,-13,-3.5,,,,,,OGP,OGP,2008/06/23,2008.045,1
1705,Morocco - south of 27.9°N,Morocco south of 31 grads North (27°54'N).,21.06,27.9,-17,-8.67,,,,,,OGP,OGP,2008/06/23,2008.045,1
1706,Austria - west of 11°50'E,Austria west of 11°50'E of Greenwich (29°30'E of Ferro).,46.7,47.7,9.53,11.83,,,,,,OGP,OGP,2008/06/23,2008.045,0
1707,Austria - 11°50'E to 14°50'E,Austria between 11°50'E and 14°50'E of Greenwich (29°30'E and 32°30'E of Ferro).,46.3,48.8,11.83,14.83,,,,,,OGP,OGP,2008/06/23,2008.045,0
1708,Austria - east of 14°50'E,Austria east of 14°50'E of Greenwich (32°30'E of Ferro).,46.5,49.02,14.83,17.17,,,,,,OGP,OGP,2008/06/23,2008.045,0
1709,Europe - former Yugoslavia onshore west of 16.5°E,"Bosnia and Herzegovina west of 16°30'E; Croatia - onshore west of 16°30'E; Slovenia - onshore.",43.01,46.88,13.38,16.5,,,,,,OGP,OGP,2011/06/30,2008.045 2008.053 2008.054 2011.055,0
1710,Europe - former Yugoslavia onshore 16.5°E to 19.5°E,"Bosnia and Herzegovina east of 16°30'E; Croatia - onshore east of 16°30'E; Montenegro - onshore west of 19°30'E and Serbia - west of 19°30'E.",41.85,46.55,16.5,19.5,,,,,,OGP,OGP,2011/06/30,2007.072 2008.045 2008.053 2008.054 2011.055,0
1711,Europe - former Yugoslavia onshore - 19.5°E to 22.5°E,"FYR Macedonia west of 22°30'E; Montenegro - east of 19°30'E; Serbia - between 19°30'E and 22°30'E.",40.86,46.18,19.5,22.5,,,,,,OGP,OGP,2011/06/30,2007.072 2008.045 2011.055,0
1712,Europe - former Yugoslavia onshore - east of 22.5°E,FYR Macedonia and Serbia - east of 22°30'E.,41.12,44.69,22.5,23.03,,,,,,OGP,OGP,2011/06/30,2007.072 2008.045 2011.055,0
1713,Nigeria - east of 10.5°E,Nigeria east of 10°30'E.,6.45,13.75,10.5,14.68,,,,,,OGP,OGP,2008/06/23,2008.045,0
1714,Nigeria - 6.5°E to 10.5°E,Nigeria between 6°30'E and 10°30'E.,4.22,13.52,6.5,10.5,,,,,,OGP,OGP,2008/07/05,2008.045 2008.054,0
1715,Nigeria - west of 6.5°E,Nigeria west of 6°30'E.,4.25,13.9,2.67,6.5,,,,,,OGP,OGP,2008/06/23,2008.045,0
1716,Nigeria - offshore deep water - west of 6°E,Nigeria - offshore beyond continental shelf west of 6°E.,2.25,6.2,2.7,6,,,,,,OGP,OGP,2008/06/23,2008.045,0
1717,Nigeria - offshore deep water,Nigeria - offshore beyond continental shelf.,2.25,6.2,2.7,8,,,,,,OGP,OGP,1995/06/02,,0
1718,Italy - west of 12°E,Italy - onshore and offshore - west of 12°E.,8.8,47.05,6.65,12,,,,,,OGP,OGP,2011/01/25,2008.045 2011.004,0
1719,Italy - east of 12°E,Italy - onshore and offshore - east of 12°E including San Marino and Vatican City State.,36.6,47.09,12,18.53,,,,,,OGP,OGP,2011/01/25,2008.045 2011.004,0
1720,USA - Michigan - SPCS - E,"United States (USA) - Michigan - counties of Alcona; Alpena; Arenac; Bay; Cheboygan; Chippewa; Clinton; Crawford; Genesee; Gladwin; Gratiot; Hillsdale; Huron; Ingham; Iosco; Jackson; Lapeer; Lenawee; Livingston; Macomb; Midland; Monroe; Montmorency; Oakland; Ogemaw; Oscoda; Otsego; Presque Isle; Roscommon; Saginaw; Sanilac; Shiawassee; St Clair; Tuscola; Washtenaw; Wayne.",41.7,46.04,-84.86,-82.13,,,,,,OGP,OGP,2011/07/27,2008.070 2009.057 2011.068,0
1721,USA - Michigan - SPCS - old central,"United States (USA) - Michigan - counties of Alger; Allegan; Antrim; Barry; Benzie; Berrien; Branch; Calhoun; Cass; Charlevoix; Clare; Delta; Eaton; Emmet; Grand Traverse; Ionia; Isabella; Kalamazoo; Kalkaska; Kent; Lake; Leelanau; Luce; Mackinac; Manistee; Mason; Mecosta; Missaukee; Montcalm; Muskegon; Newaygo; Oceana; Osceola; Ottawa; St Joseph; Schoolcraft; Van Buren; Wexford.",41.76,46.1,-87.6,-84.6,,,,,,OGP,OGP,2011/07/27,2008.070 2009.057 2011.068,0
1722,USA - Michigan - SPCS - W,"United States (USA) - Michigan - counties of Alger; Baraga; Chippewa; Delta; Dickinson; Gogebic; Houghton; Iron; Keweenaw; Luce; Mackinac; Marquette; Menominee; Ontonagon; Schoolcraft.",,,,,,,,,,OGP,OGP,2008/09/24,2008.070 2009.057,1
1723,USA - Michigan - SPCS - N,"United States (USA) - Michigan north of approximately 45°45'N - counties of Alger; Baraga; Chippewa; Delta; Dickinson; Gogebic; Houghton; Iron; Keweenaw; Luce; Mackinac; Marquette; Menominee; Ontonagon; Schoolcraft.",45.09,48.31,-90.41,-83.45,,,,,,OGP,OGP,2011/07/27,2008.045 2008.070 2011.068,0
1724,USA - Michigan - SPCS - C,"United States (USA) - Michigan - counties of Alcona; Alpena; Antrim; Arenac; Benzie; Charlevoix; Cheboygan; Clare; Crawford; Emmet; Gladwin; Grand Traverse; Iosco; Kalkaska; Lake; Leelanau; Manistee; Mason; Missaukee; Montmorency; Ogemaw; Osceola; Oscoda; Otsego; Presque Isle; Roscommon; Wexford.",43.81,45.92,-87.05,-82.27,,,,,,OGP,OGP,2011/07/27,2008.045 2008.070 2011.068,0
1725,USA - Michigan - SPCS - S,"United States (USA) - Michigan - counties of Allegan; Barry; Bay; Berrien; Branch; Calhoun; Cass; Clinton; Eaton; Genesee; Gratiot; Hillsdale; Huron; Ingham; Ionia; Isabella; Jackson; Kalamazoo; Kent; Lapeer; Lenawee; Livingston; Macomb; Mecosta; Midland; Monroe; Montcalm; Muskegon; Newaygo; Oakland; Oceana; Ottawa; Saginaw; Sanilac; Shiawassee; St Clair; St Joseph; Tuscola; Van Buren; Washtenaw; Wayne.",41.7,44.21,-87.2,-82.13,,,,,,OGP,OGP,2011/07/27,2008.045 2008.070 2011.068,0
1726,Mozambique - offshore,Mozambique - offshore.,-26.8,-17,33,39,,,,,,OGP,OGP,1998/11/11,,0
1727,Suriname - offshore,Suriname - offshore.,5.35,9.35,-57.25,-52.66,,,,,,OGP,OGP,2011/05/09,2011.037,0
1728,Algeria - north of 34°39'N,Algeria - north of 38.5 grads North (34°39'N).,34.65,37.09,-2.22,8.66,,,,,,OGP,OGP,2008/06/23,2008.045,0
1729,Algeria - 31°30'N to 34°39'N,Algeria - 35 grads to 38.5 grads North (31°30'N to 34°39'N).,31.5,34.65,3.5,9.25,,,,,,OGP,OGP,2008/06/23,2005.143 2008.045,0
1730,North America - NAVD88,"North America: Canada - Alberta; British Columbia (BC); Manitoba; New Brunswick (NB); Newfoundland and Labrador; Northwest Territories (NWT); Nova Scotia (NS); Nunavut; Ontario; Prince Edward Island (PEI); Quebec; Saskatchewan; Yukon. United States (USA) - Alabama; Alaska; Arizona; Arkansas; California; Colorado; Connecticut; Delaware; Florida; Georgia; Idaho; Illinois; Indiana; Iowa; Kansas; Kentucky; Louisiana; Maine; Maryland; Massachusetts; Michigan; Minnesota; Mississippi; Missouri; Montana; Nebraska; Nevada; New Hampshire; New Jersey; New Mexico; New York; North Carolina; North Dakota; Ohio; Oklahoma; Oregon; Pennsylvania; Rhode Island; South Carolina; South Dakota; Tennessee; Texas; Utah; Vermont; Virginia; Washington; West Virginia; Wisconsin; Wyoming.",25,58,-168,-52,,,,,,OGP,OGP,2007/02/19,2006.463 2007.028,1
1731,France - onshore north of 48.15°N,France onshore north of 53.5 grads North (48°09'N).,48.15,51.1,-5.2,8.23,,,,,,OGP,OGP,2011/06/30,2008.045 2011.055,0
1732,France - onshore 45.45°N to 48.15°N,France onshore between 50.5 grads and 53.5 grads North (45°27'N to 48°09'N).,45.45,48.15,-4.7,7.67,,,,,,OGP,OGP,2011/06/30,2008.045 2011.055,0
1733,France - onshore mainland south of 45.45°N,France - onshore mainland south of 50.5 grads North (45°27'N).,42.33,45.45,-1.76,7.77,,,,,,OGP,OGP,2011/06/30,2008.045 2009.106 2011.055,0
1734,France - onshore 45.45°N to 48.15°N. Also all mainland.,France onshore between 50.5 grads and 53.5 grads North (45°27'N to 48°09'N). Also used over all onshore mainland France.,42.25,51.1,-5.2,8.23,,,,,,OGP,OGP,2011/06/30,2008.045 2011.055,0
1735,Algeria - west of 6°W,Algeria - west of 6°W (of Greenwich).,25.66,29.85,-8.67,-6,,,,,,OGP,OGP,2008/06/23,2008.045,0
1736,Algeria - 6°W to 0°W,Algeria - between 6°W and 0°W (of Greenwich).,21.79,35.91,-6,0,,,,,,OGP,OGP,2008/06/23,2008.045,0
1737,Algeria - 0°E to 6°E,Algeria - between 0°E and 6°E (of Greenwich).,18.98,37.09,0,6,,,,,,OGP,OGP,2008/06/23,2008.045,0
1738,Algeria - east of 6°E,Algeria - east of 6°E (of Greenwich).,19.41,37.09,6,11.99,,,,,,OGP,OGP,2008/06/23,2008.045,0
1739,Kuwait - west of 48°E,Kuwait - west of 48°E.,28.56,30.1,46.57,48,,,,,,OGP,OGP,2008/06/23,2008.045,0
1740,Kuwait - east of 48°E,Kuwait - east of 48°E.,28.56,30.02,48,49.4,,,,,,OGP,OGP,2008/06/23,2008.045,0
